term_id	surface_form	normalized_form	language	semantic_role	category	organ_context	definition	source_id	source_record_id	source_version	source_url	license	translation_group	target_id	target_label	target_namespace	mapping_relation	mapping_confidence	mapping_method	review_status	curator_orcid	mapping_date	component_ids	logical_operator	attribute_id	candidate_ids	candidate_labels	candidate_scores	corpus_frequency	evidence	notes
BTERM:english_french_lexicon:44b076be43368e	mésophyte	mesophyte	fr	entity				english_french_lexicon	884:fr:0	2014-03		not recorded	english_french_lexicon:884				flopo:unmapped	0.38	hybrid_candidate_retrieval	proposed						PO_0006070|PO_0025279|PO_0000003|PO_0004006|PO_0025280|PO_0000431|PO_0009087|PO_0005645|PO_0020037|PO_0006071	mesophyll|megagametophyte|whole plant|mesophyll cell|microgametophyte|megasporocyte|mesocarp|leaf mesophyll|mesocotyl|petal mesophyll	0.3800|0.3514|0.3296|0.3281|0.3124|0.2692|0.2676|0.2630|0.2600|0.2571	0		part_of_speech=n.f.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:44b2451fe800ee	divergent	divergent	fr	quality				english_french_lexicon	450:fr:0	2014-03		not recorded	english_french_lexicon:450				flopo:unmapped	0.5933	hybrid_candidate_retrieval	proposed						PATO_0002424|PATO_0001984|PATO_0002343|PATO_0001733|PATO_0002120|PATO_0001552	divergent from|decurrent|decumbent|evergreen (plant)|suppurative|decreased sensitivity of a process	0.5933|0.2600|0.2600|0.2257|0.2257|0.1749	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:44b95a8d44acfb	cladode	cladode	en	quality				english_french_lexicon	239:en:0	2014-03		not recorded	english_french_lexicon:239				flopo:unmapped	0.3296	hybrid_candidate_retrieval	proposed						PATO_0001971|PATO_0001883|PATO_0000136|PATO_0000609	cladodromous|clavate|closure|closure incomplete	0.3296|0.2956|0.2467|0.1910	0		part_of_speech=adj.
BTERM:english_french_lexicon:44c30c256bb40b	shrub	shrub	en	entity				english_french_lexicon	1341:en:0	2014-03		not recorded	english_french_lexicon:1341	PO_0000003	whole plant	PO	skos:broadMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0000003	whole plant	0.8500	159		part_of_speech=n.m.
BTERM:english_french_lexicon:44cdcb4ceb80ba	subopposé	suboppose	fr	quality				english_french_lexicon	1469:fr:0	2014-03		not recorded	english_french_lexicon:1469				flopo:unmapped	0.2853	hybrid_candidate_retrieval	proposed						PATO_0002289|PATO_0001933|PATO_0001954|PATO_0002091|PATO_0001802|PATO_0001359|PATO_0001609|PATO_0002341|PATO_0002344|PATO_0002438	setose|opposite|subulate|subacute|loose|rugose|sparse|tomentose|arachnose|subdermal	0.2853|0.2676|0.2676|0.2676|0.2467|0.2389|0.2389|0.2200|0.2200|0.2200	0		part_of_speech=adj.
BTERM:english_french_lexicon:44d0281e49647f	relief, en	relief en	fr	entity				english_french_lexicon	702:fr:0	2014-03		not recorded	english_french_lexicon:702				flopo:unmapped	0.3358	hybrid_candidate_retrieval	proposed						PO_0004544|PO_0025548|PO_0000014|PO_0020024	root-borne shoot system|rosette paraclade|rosette leaf|endothelium	0.3358|0.3293|0.3026|0.1754	0		part_of_speech=n.m.
BTERM:english_french_lexicon:44ff8367fb0289	reticulodromous	reticulodromous	en	quality				english_french_lexicon	1221:en:0	2014-03		not recorded	english_french_lexicon:1221	PATO_0001972	reticulodromous	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0001972	reticulodromous	0.9900	0		definition_excluded_by_source_manifest
BTERM:english_french_lexicon:451a72e8a52910	green manure	green manure	en	entity				english_french_lexicon	654:en:0	2014-03		not recorded	english_french_lexicon:654				flopo:unmapped	0.3978	hybrid_candidate_retrieval	proposed						PO_0007009|PO_0007079|PO_0007032|PO_0007007|PO_0007027|PO_0007029|PO_0007016|PO_0007067|PO_0007072|PO_0007083	whole plant fruit formation stage 10 to 30%|SE.00 stem elongation begins stage|whole plant fruit formation stage up to 10%|whole plant fruit formation stage 50 to 70%|whole plant fruit formation stage 70% to final size|whole plant fruit formation stage 30 to 50%|whole plant flowering stage|LP.17 seventeen leaves visible stage|LP.18 eighteen leaves visible stage|LP.13 thirteen leaves visible stage	0.3978|0.3970|0.3355|0.3330|0.3330|0.2958|0.1978|0.1943|0.1943|0.1943	0		part_of_speech=n.m.
BTERM:english_french_lexicon:451ee3531df58b	biramous hairs	biramous hairs	en	quality				english_french_lexicon	134:en:0	2014-03		not recorded	english_french_lexicon:134				flopo:unmapped	0.4325	hybrid_candidate_retrieval	proposed						PATO_0001320|PATO_0000453|PATO_0001804|PATO_0002204|PATO_0001970|PATO_0002210|PATO_0001332|PATO_0001971|PATO_0001967|PATO_0001969	pubescent hair|glabrous|scaly|ambidextrous handedness|brochidodromous|bulbous|amorphous|cladodromous|actinodromous|craspedodromous	0.4325|0.4087|0.2354|0.2073|0.2067|0.2056|0.1978|0.1880|0.1852|0.1800	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:452dad11e6850d	capitulate	capitulate	en	quality				english_french_lexicon	202:en:0	2014-03		not recorded	english_french_lexicon:202				flopo:unmapped	0.34	hybrid_candidate_retrieval	proposed						PATO_0002342|PATO_0000944|PATO_0001889|PATO_0001937|PATO_0001873|PATO_0001977|PATO_0002299|PATO_0001981|PATO_0002388|PATO_0002294	cupulate|sharpness|scalloped|spatulate|cylindrical|angular|tubular|auriculate|pedunculate|scrobiculate	0.3400|0.3296|0.3296|0.3296|0.3000|0.3000|0.3000|0.2833|0.2760|0.2692	0		part_of_speech=adj.
BTERM:english_french_lexicon:45395c5f4a3713	long	long	en	quality				english_french_lexicon	849:en:0	2014-03		not recorded	english_french_lexicon:849	PATO_0000573	increased length	PATO	skos:exactMatch	0.97	ontology_synonym_exact	auto						PATO_0000573	increased length	0.9700	889		part_of_speech=adj.
BTERM:english_french_lexicon:453d5a698d8c6a	anisophylle	anisophylle	fr	quality				english_french_lexicon	44:fr:0	2014-03		not recorded	english_french_lexicon:44				flopo:unmapped	0.276	hybrid_candidate_retrieval	proposed						PATO_0002326	angle	0.2760	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:454194f6d9bb2c	vestigial	vestigial	en	entity				english_french_lexicon	1647:en:0	2014-03		not recorded	english_french_lexicon:1647				flopo:unmapped	0.1943	hybrid_candidate_retrieval	proposed						PO_0009073|PO_0025524|PO_0025168|PO_0008012|PO_0006061|PO_0000042	stigma|ventral canal cell|stigma papilla cell|stigma vascular system|stigma epidermis|shoot-borne root	0.1943|0.1910|0.1825|0.1733|0.1629|0.1383	0		part_of_speech=n.m.
BTERM:english_french_lexicon:456eed3f1e4230	adhésif	adhesif	fr	quality				english_french_lexicon	20:fr:0	2014-03		not recorded	english_french_lexicon:20	PATO_0002331	adhesive	PATO	skos:closeMatch	0.92	parallel_glossary_transfer	proposed						PATO_0002331	adhesive	0.9200	0		part_of_speech=adj.
BTERM:english_french_lexicon:45769761ac4901	symmetrical	symmetrical	en	quality				english_french_lexicon	1492:en:0	2014-03		not recorded	english_french_lexicon:1492	PATO_0000632	symmetrical	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0000632	symmetrical	0.9900	0		part_of_speech=adj.
BTERM:english_french_lexicon:457d28971346e5	fruit	fruit	en	entity				english_french_lexicon	605:en:0	2014-03		not recorded	english_french_lexicon:605	PO_0009001	fruit	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0009001	fruit	0.9900	252		part_of_speech=n.m.
BTERM:english_french_lexicon:458104300cbba7	stipule	stipule	en	entity				english_french_lexicon	1440:en:0	2014-03		not recorded	english_french_lexicon:1440	PO_0020041	stipule	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0020041	stipule	0.9900	0		part_of_speech=n.f.
BTERM:english_french_lexicon:458337d8c231bc	grimpants, buissons	grimpants buissons	fr	quality				english_french_lexicon	240:fr:0	2014-03		not recorded	english_french_lexicon:240				flopo:unmapped	0.1677	hybrid_candidate_retrieval	proposed						PATO_0002372|PATO_0001559	grand multi[arous|having extra function	0.1677|0.1508	0		part_of_speech=adj.
BTERM:english_french_lexicon:45939778f1cb9e	standard	standard	en	entity				english_french_lexicon	1416:en:0	2014-03		not recorded	english_french_lexicon:1416	PO_0025324	banner petal	PO	skos:narrowMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0025324	banner petal	0.8500	23		part_of_speech=n.m.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:45bec79804b18b	limbe	limbe	fr	entity				english_french_lexicon	797:fr:0	2014-03		not recorded	english_french_lexicon:797	PO_0025060	lamina	PO	skos:closeMatch	0.92	parallel_glossary_transfer	proposed						PO_0025060	lamina	0.9200	0		part_of_speech=n.m.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:45ce47b83fe0c1	mégaphylles	megaphylles	fr	entity				english_french_lexicon	873:fr:0	2014-03		not recorded	english_french_lexicon:873				flopo:unmapped	0.43	hybrid_candidate_retrieval	proposed						PO_0009025|PO_0009027|PO_0006070|PO_0025083|PO_0004006|PO_0006003|PO_0009042|PO_0020019|PO_0025279|PO_0030069	vascular leaf|megasporophyll|mesophyll|strobilus|mesophyll cell|scale leaf|prophyll|megaspore|megagametophyte|paraphyllium	0.4300|0.3124|0.2833|0.2571|0.2517|0.2467|0.2467|0.2467|0.2467|0.2354	0		part_of_speech=n.m.
BTERM:english_french_lexicon:460f06d93594ea	exfoliant, s' (écorce)	exfoliant s ecorce	fr	ambiguous				english_french_lexicon	521:fr:0	2014-03		not recorded	english_french_lexicon:521				flopo:unmapped	0.3708	hybrid_candidate_retrieval	proposed						PO_0004502|PATO_0001930|PATO_0001035|PATO_0001983|PATO_0001931|PATO_0001314|PATO_0000773|PATO_0001313|PATO_0001615|PATO_0002238	closure of carpel(s) stage|variant shape|force|perfoliate|invariant shape|variant temperature|preference|invariant temperature|variant color|antrorse	0.3708|0.3697|0.3672|0.3579|0.3558|0.3227|0.3167|0.3155|0.3123|0.3109	0		part_of_speech=v. pr.
BTERM:english_french_lexicon:46114a10168f8e	pod	pod	en	entity				english_french_lexicon	1094:en:0	2014-03		not recorded	english_french_lexicon:1094	PO_0009001	fruit	PO	skos:broadMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0009001	fruit	0.8500	1		part_of_speech=n.f.
BTERM:english_french_lexicon:465cbdff70a9fc	cannelures, présentant des	cannelures presentant des	fr	ambiguous				english_french_lexicon	228:fr:0	2014-03		not recorded	english_french_lexicon:228				flopo:unmapped	0.2257	hybrid_candidate_retrieval	proposed						PATO_0000467|PO_0009001|PO_0009060|PO_0025132|PATO_0000070|PO_0009047|PATO_0002519|PO_0025004|PO_0000009|PATO_0001178	present|fruit|calyx|canal|count|stem|cancellous|plant axis|cultured plant callus|resistant to	0.2257|0.2128|0.2006|0.2006|0.1978|0.1978|0.1926|0.1926|0.1898|0.1880	0		
BTERM:english_french_lexicon:4680dfe4d772c0	héxamère, 6-mère	hexamere 6 mere	fr	quality				english_french_lexicon	701:fr:0	2014-03		not recorded	english_french_lexicon:701				flopo:unmapped	0.2354	hybrid_candidate_retrieval	proposed						PATO_0001384|PATO_0002509|PATO_0000396|PATO_0001576|PATO_0002166|PATO_0001317|PATO_0001511|PATO_0002318|PATO_0001575|PATO_0001312	hexaploid|hexagonal|severe|increased pressure|premature closure|severe increased temperature|non-functional|superelliptic|decreased pressure|increased duration of temperature	0.2354|0.2354|0.2148|0.1880|0.1800|0.1782|0.1733|0.1652|0.1607|0.1600	0		part_of_speech=adj.
BTERM:english_french_lexicon:4694816b822a9e	faiblement	faiblement	fr	ambiguous				english_french_lexicon	538:fr:0	2014-03		not recorded	english_french_lexicon:538				flopo:unmapped	0.2956	hybrid_candidate_retrieval	proposed						PO_0025406|PO_0002003|PO_0025394|PO_0000290|PO_0000289|PATO_0001652|PATO_0001290|PATO_0001932|PO_0025461|PO_0025462	sieve element|xylem vessel member|pappus element|tracheary element|sieve tube element|alignment|fluorescent|alternate placement|early wood tracheary element|late wood tracheary element	0.2956|0.2886|0.2886|0.2703|0.2650|0.2530|0.2408|0.2333|0.2320|0.2320	0		part_of_speech=adv.
BTERM:english_french_lexicon:46ae3ec142ecd5	fugace	fugace	fr	quality				english_french_lexicon	1774:fr:0	2014-03		not recorded	english_french_lexicon:1774				flopo:unmapped	0.276	hybrid_candidate_retrieval	proposed						PATO_0001035|PATO_0000018|PATO_0000642|PATO_0000383|PATO_0000185|PATO_0000955|PATO_0001362|PATO_0002215|PATO_0002406|PATO_0002433	force|fluorescence|fused with|female|balance|fertile|fragile|falciform|friable|sculpted surface	0.2760|0.2200|0.2173|0.2100|0.2035|0.2035|0.2035|0.2035|0.2035|0.2015	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:46f51cf5784108	fasciculé	fascicule	fr	quality				english_french_lexicon	551:fr:0	2014-03		not recorded	english_french_lexicon:551				flopo:unmapped	0.3816	hybrid_candidate_retrieval	proposed						PATO_0001861|PATO_0002013|PATO_0000949|PATO_0001959|PATO_0000383|PATO_0000955|PATO_0001362|PATO_0002215|PATO_0002406|PATO_0002219	fasciculated|fasciculation|fasciated|defasciculated|female|fertile|fragile|falciform|friable|fan-shaped	0.3816|0.3708|0.3000|0.2956|0.2389|0.2320|0.2320|0.2320|0.2320|0.2257	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:470435fa6ce34e	cléistogame	cleistogame	fr	quality				english_french_lexicon	247:fr:0	2014-03		not recorded	english_french_lexicon:247				flopo:unmapped	0.232	hybrid_candidate_retrieval	proposed						PATO_0000403|PATO_0000136|PATO_0000609	cleft|closure|closure incomplete	0.2320|0.2200|0.1800	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:470c2a8fb1f307	anthropique	anthropique	fr	quality				english_french_lexicon	52:fr:0	2014-03		not recorded	english_french_lexicon:52				flopo:unmapped	0.253	hybrid_candidate_retrieval	proposed						PATO_0002238|PATO_0002326|PATO_0001977|PATO_0001405|PATO_0001474|PATO_0002137|PATO_0001632|PATO_0000615|PATO_0001915|PATO_0001917	antrorse|angle|angular|anucleate|anteverted|radiopaque|anterior to|anterioralized|anterodorsal to|anteroventral to	0.2530|0.2320|0.2148|0.2100|0.2056|0.2056|0.2015|0.1978|0.1880|0.1852	0		part_of_speech=adj.
BTERM:english_french_lexicon:47122ea9487fdf	rachilla (e)	rachilla e	en	ambiguous				english_french_lexicon	1185:en:0	2014-03		not recorded	english_french_lexicon:1185				flopo:unmapped	0.4509	hybrid_candidate_retrieval	proposed						PO_0006380|PO_0006436|PO_0006435|PO_0006389|PO_0006379|PO_0006390|PO_0009080|PO_0009064|PO_0006316|PO_0006314	ear spikelet rachilla|rachilla of sessile spikelet of ear|rachilla of pedicellate spikelet of ear|rachilla of sessile spikelet of tassel|tassel spikelet rachilla|rachilla of pedicellate spikelet of tassel|spikelet rachilla|receptacle|upper floret of sessile spikelet of tassel|upper floret of pedicellate spikelet of tassel	0.4509|0.4352|0.4292|0.4251|0.4232|0.4202|0.4003|0.2886|0.2775|0.2773	0		definition_excluded_by_source_manifest
BTERM:english_french_lexicon:471b8210b863df	résineux, se	resineux se	fr	quality				english_french_lexicon	1217:fr:0	2014-03		not recorded	english_french_lexicon:1217				flopo:unmapped	0.2913	hybrid_candidate_retrieval	proposed						PATO_0000077|PATO_0002331|PATO_0001046|PATO_0001974|PATO_0002237|PATO_0001178|PATO_0000487|PATO_0001359|PATO_0001963|PATO_0001965	response to|adhesive|resistance to|retuse|retrorse|resistant to|responsive to|rugose|revolute|reclinate	0.2913|0.2913|0.2760|0.2676|0.2530|0.2467|0.2408|0.2257|0.2148|0.2100	0		part_of_speech=adj.
BTERM:english_french_lexicon:4726b3d74d9d9f	fruticose	fruticose	en	quality				english_french_lexicon	609:en:0	2014-03		not recorded	english_french_lexicon:609				flopo:unmapped	0		unreviewed									0		part_of_speech=adj.
BTERM:english_french_lexicon:472a732ca85d96	multiseriate	multiseriate	en	quality				english_french_lexicon	920:en:0	2014-03		not recorded	english_french_lexicon:920				flopo:unmapped	0.3428	hybrid_candidate_retrieval	proposed						PATO_0001908|PATO_0002257|PATO_0002118|PATO_0002510|PATO_0002231|PATO_0001791|PATO_0001402|PATO_0002369|PATO_0001206|PATO_0001533	multinucleate|multicuspidate|multiple|multipartite|multifid|multi-localised|multipotent|multiparous|serrated|multi-colored	0.3428|0.3347|0.3200|0.3200|0.2833|0.2703|0.2630|0.2630|0.2530|0.2517	0		part_of_speech=adj.
BTERM:english_french_lexicon:472d7824130bc0	indéfinie, inflorescence	indefinie inflorescence	fr	quality				english_french_lexicon	1180:fr:0	2014-03		not recorded	english_french_lexicon:1180				flopo:unmapped	0.6238	hybrid_candidate_retrieval	proposed						PATO_0002456|PATO_0001926	inflorescence-like|increased fluorescence	0.6238|0.2976	0		part_of_speech=adj.
BTERM:english_french_lexicon:4737be7031ec53	tégument	tegument	fr	entity				english_french_lexicon	1509:fr:0	2014-03		not recorded	english_french_lexicon:1509				flopo:unmapped	0.42	hybrid_candidate_retrieval	proposed						PO_0020021|PO_0020022|PO_0020023|PO_0009001|PO_0020056|PO_0006043|PO_0006044|PO_0006045|PO_0007622|PO_0001031	integument|inner integument|outer integument|fruit|tegmen|integument epidermis|inner integument epidermis|outer integument epidermis|integument initiation stage|4 root elongation stage	0.4200|0.3514|0.3514|0.2956|0.2956|0.2650|0.2389|0.2389|0.2354|0.1733	0		part_of_speech=n.m.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:4739912b8c1695	flat sides, with	flat sides with	en	entity				english_french_lexicon	568:en:0	2014-03		not recorded	english_french_lexicon:568				flopo:unmapped	0.3724	hybrid_candidate_retrieval	proposed						PO_0025585|PO_0025588|PO_0007602|PO_0007600|PO_0007601|PO_0007615|PO_0007616|PO_0025556|PO_0007052|PO_0020103	floral organ formation stage|flower meristem transition stage|floral organ primordium development stage|floral organ differentiation stage|floral organ meristem development stage|flower development stage|flowering stage|shoot system exarch protoxylem|FL.03 3/4 of flowers open stage|flag leaf	0.3724|0.3433|0.3387|0.3229|0.3198|0.2991|0.2493|0.2421|0.2171|0.1943	0		part_of_speech=n.m.
BTERM:english_french_lexicon:474bb8e014bdc1	fin, à la	fin a la	fr	entity				english_french_lexicon	1599:fr:0	2014-03		not recorded	english_french_lexicon:1599				flopo:unmapped	0.3579	hybrid_candidate_retrieval	proposed						PO_0025009|PO_0000047|PO_0006048|PO_0006369|PO_0025249|PO_0025175|PO_0025210|PO_0025211|PO_0006418|PO_0025170	leaf lamina margin|leaf lamina epidermis|seed coat epidermis|lower glume of ear spikelet|leaf sheath epidermis|leaf prickle|leaf abaxial trichome|leaf adaxial trichome|ear peduncle|root prickle	0.3579|0.3525|0.3506|0.3423|0.3416|0.3394|0.3383|0.3383|0.3325|0.3310	0		part_of_speech=n.f.
BTERM:english_french_lexicon:474f9e9b2af61d	sepaloid	sepaloid	en	quality				english_french_lexicon	1312:en:0	2014-03		not recorded	english_french_lexicon:1312				flopo:unmapped	0.3	hybrid_candidate_retrieval	proposed						PATO_0002459|PATO_0001375|PATO_0001393|PATO_0001394|PATO_0001381|PATO_0002426|PATO_0001380|PATO_0001376|PATO_0001377|PATO_0001384	sepal-like|haploid|euploid|diploid|triploid|scaphoid|paleopolyploid|monoploid|polyploid|hexaploid	0.3000|0.2853|0.2853|0.2853|0.2760|0.2760|0.2692|0.2676|0.2676|0.2676	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:4756ed06026449	pollen	pollen	fr	entity				english_french_lexicon	1098:fr:0	2014-03		not recorded	english_french_lexicon:1098	PO_0025281	pollen	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0025281	pollen	0.9900	0		part_of_speech=n.m.
BTERM:english_french_lexicon:4757702372bdf1	distinguable, non	distinguable non	fr	quality				english_french_lexicon	755:fr:0	2014-03		not recorded	english_french_lexicon:755				flopo:unmapped	0.3275	hybrid_candidate_retrieval	proposed						PATO_0002332|PATO_0001511|PATO_0002132|PATO_0000463|PATO_0002038|PATO_0001541|PATO_0002096|PATO_0000060|PATO_0001952|PATO_0001727	non-adhesive|non-functional|neoplastic, non-invasive|conspicuous|non-degenerate|non-glutinous|neoplastic, non-malignant|spatial pattern|distichous|disposition	0.3275|0.2954|0.2927|0.2886|0.2782|0.2762|0.2754|0.2650|0.2467|0.2419	0		part_of_speech=adj.
BTERM:english_french_lexicon:476308c4dbfaf9	radical	radical	en	ambiguous				english_french_lexicon	1188:en:0	2014-03		not recorded	english_french_lexicon:1188				flopo:unmapped	0.3444	hybrid_candidate_retrieval	proposed						PO_0009005|PO_0020031|PATO_0002390|PATO_0000404|PATO_0000460|PATO_0001854|PATO_0002347|PATO_0002137|PATO_0001573|PATO_0001741	root|radicle|radius|coiled|abnormal|vertical|obconical|radiopaque|isometrical|radioactive	0.3444|0.3444|0.3071|0.2956|0.2853|0.2853|0.2760|0.2676|0.2600|0.2600	0		definition_excluded_by_source_manifest
BTERM:english_french_lexicon:476741313e4c39	racemule	racemule	en	entity				english_french_lexicon	1183:en:0	2014-03		not recorded	english_french_lexicon:1183				flopo:unmapped	0.3933	hybrid_candidate_retrieval	proposed						PO_0009049|PO_0020031|PO_0020032|PO_0000282|PO_0009036|PO_0009054|PO_0020027|PO_0003023|PO_0020003|PO_0009001	inflorescence|radicle|plumule|trichome|lodicule|inflorescence bract|raphe|root nodule|plant ovule|fruit	0.3933|0.2853|0.2853|0.2760|0.2760|0.2760|0.2553|0.2530|0.2408|0.2389	0		part_of_speech=n.f.
BTERM:english_french_lexicon:47746d9638b723	stylar	stylar	en	quality				english_french_lexicon	1460:en:0	2014-03		not recorded	english_french_lexicon:1460				flopo:unmapped	0.3071	hybrid_candidate_retrieval	proposed						PATO_0001987|PATO_0002385|PATO_0002230|PATO_0002229|PATO_0002308	saccular|striate-angular|subtriangular|subrectangular|scalene triangular	0.3071|0.2760|0.2530|0.2467|0.2257	0		part_of_speech=adj.
BTERM:english_french_lexicon:478591b5f82482	bractéole	bracteole	fr	entity				english_french_lexicon	153:fr:0	2014-03		not recorded	english_french_lexicon:153				flopo:unmapped	0	ambiguous_ontology_exact	review						PO_0009043|PO_0009055|PO_0025155|PO_0025156|PO_0025098|PO_0025154|PO_0025225|PO_0030058|PO_0025011|PO_0025199	bracteole|bract|bract base|bract tip|bract trichome|bract apex|bract axil|brachycyte|bract margin|branch stele	0.9900|0.9700|0.3296|0.3000|0.2956|0.2913|0.2913|0.2913|0.2760|0.2760	0		part_of_speech=n.f.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:4789d03fe76a45	merous	merous	en	quality				english_french_lexicon	879:en:0	2014-03		not recorded	english_french_lexicon:879				flopo:unmapped	0.375	hybrid_candidate_retrieval	proposed						PATO_0002128|PATO_0001465|PATO_0000982|PATO_0000984|PATO_0001371|PATO_0002369|PATO_0001331|PATO_0002011|PATO_0000985|PATO_0002368	serous|monstrous|permeable|porous|mucoid|multiparous|odorous|neoplastic|non-porous|nulliparous	0.3750|0.3316|0.3200|0.3200|0.3200|0.3095|0.3071|0.2956|0.2760|0.2676	0		part_of_speech=suffixe; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:478e4fc38acd7a	manchon	manchon	fr	entity				english_french_lexicon	914:fr:0	2014-03		not recorded	english_french_lexicon:914				flopo:unmapped	0.2015	hybrid_candidate_retrieval	proposed						PO_0005003|PO_0025177|PO_0000012|PO_0025163|PO_0009102|PO_0009103|PO_0009101|PO_0006323|PO_0009104|PO_0009107	shoot axis trichome|branch trichome|apical hook|multicellular trichome branch cell|short tassel branch|short tassel branch meristem|long lateral tassel branch|tassel inflorescence branch|long lateral tassel branch meristem|tassel inflorescence branch meristem	0.2015|0.2015|0.1825|0.1819|0.1587|0.1550|0.1476|0.1463|0.1451|0.1374	0		part_of_speech=n.m.
BTERM:english_french_lexicon:478f232e2e473f	bast	bast	en	entity				english_french_lexicon	113:en:0	2014-03		not recorded	english_french_lexicon:113				flopo:unmapped	0.2956	hybrid_candidate_retrieval	proposed						PO_0025002|PO_0004518|PO_0025324|PO_0025155|PO_0005001|PO_0025479|PO_0009018|PO_0025196	basal root|bark|banner petal|bract base|basal axillary shoot system|basal root primordium|basal endosperm transfer cell|basal endosperm transfer layer	0.2956|0.2467|0.2257|0.1978|0.1910|0.1910|0.1714|0.1695	0		part_of_speech=n.m.
BTERM:english_french_lexicon:4790f317b75f4b	sessile	sessile	en	quality				english_french_lexicon	1322:en:0	2014-03		not recorded	english_french_lexicon:1322				flopo:unmapped	0.4925	hybrid_candidate_retrieval	proposed						PATO_0001437|PATO_0001436|PATO_0000956|PATO_0001767|PATO_0002232|PATO_0001770|PATO_0002212	sessile (sensu zoology)|sessile (sensu botany)|sterile|semi-fertile|semicircular|semi-viable|slender	0.4925|0.4474|0.2956|0.2913|0.2676|0.2600|0.2467	2		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:47aedc5b1781ee	incompatible	incompatible	en	quality				english_french_lexicon	748:en:0	2014-03		not recorded	english_french_lexicon:748	PATO_0000345	incompatible	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0000345	incompatible	0.9900	0		part_of_speech=adj.
BTERM:english_french_lexicon:47b9eb2b51d255	helicoid	helicoid	en	quality				english_french_lexicon	686:en:0	2014-03		not recorded	english_french_lexicon:686	PATO_0000404	coiled	PATO	skos:relatedMatch	0.85	ontology_scoped_synonym_proposal	proposed						PATO_0000404	coiled	0.8500	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:47cf10a328df8b	polyadelphe	polyadelphe	fr	quality				english_french_lexicon	1109:fr:0	2014-03		not recorded	english_french_lexicon:1109				flopo:unmapped	0.2467	hybrid_candidate_retrieval	proposed						PATO_0001377|PATO_0001774|PATO_0002089|PATO_0002186|PATO_0002187|PATO_0001380|PATO_0002195|PATO_0001769	polyploid|polyphasic|polycystic|polarity|polar polarity|paleopolyploid|positive charge|positional polarity	0.2467|0.2408|0.2408|0.2148|0.2015|0.1910|0.1880|0.1776	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:47ddfac6f1bf86	cartacé	cartace	fr	quality				english_french_lexicon	229:fr:0	2014-03		not recorded	english_french_lexicon:229	PATO_0104010	papyraceous	PATO	skos:closeMatch	0.92	parallel_glossary_transfer	proposed						PATO_0104010	papyraceous	0.9200	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:47e6d9f4394e39	caudicule	caudicule	fr	entity				english_french_lexicon	1713:fr:0	2014-03		not recorded	english_french_lexicon:1713				flopo:unmapped	0.3514	hybrid_candidate_retrieval	proposed						PO_0009036|PO_0009047|PO_0009001|PO_0009049|PO_0025263|PO_0020060|PO_0025266|PO_0025270|PO_0030020|PO_0025264	lodicule|stem|fruit|inflorescence|locule|caruncle|ovary locule|fruit locule|gametophore axis|anther locule	0.3514|0.3514|0.3200|0.2853|0.2853|0.2676|0.2408|0.2408|0.2389|0.2354	0		part_of_speech=n.f.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:47e6e8e4952c02	sympodial branching	sympodial branching	en	quality				english_french_lexicon	1494:en:0	2014-03		not recorded	english_french_lexicon:1494				flopo:unmapped	0.2553	hybrid_candidate_retrieval	proposed						PATO_0002009|PATO_0002285|PATO_0002286	branchiness|increased branchiness|decreased branchiness	0.2553|0.2400|0.2400	0		part_of_speech=adj. n.m.; definition_excluded_by_source_manifest
