term_id	surface_form	normalized_form	language	semantic_role	category	organ_context	definition	source_id	source_record_id	source_version	source_url	license	translation_group	target_id	target_label	target_namespace	mapping_relation	mapping_confidence	mapping_method	review_status	curator_orcid	mapping_date	component_ids	logical_operator	attribute_id	candidate_ids	candidate_labels	candidate_scores	corpus_frequency	evidence	notes
BTERM:english_french_lexicon:47e727640994f6	acuminé	acumine	fr	quality				english_french_lexicon	16:fr:0	2014-03		not recorded	english_french_lexicon:16	PATO_0002228	acuminate	PATO	skos:closeMatch	0.92	parallel_glossary_transfer	proposed						PATO_0002228	acuminate	0.9200	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:480289d0d4a796	palminerve	palminerve	fr	quality				english_french_lexicon	1829:fr:0	2014-03		not recorded	english_french_lexicon:1829				flopo:unmapped	0.3095	hybrid_candidate_retrieval	proposed						PATO_0001980|PATO_0000764|PATO_0000763|PATO_0001482|PATO_0002020|PATO_0002318|PATO_0001818|PATO_0002444|PATO_0002102|PATO_0000547	digitate|passive|paralysed|prominent|pale pink|superelliptic|progressive|mineralized|proliferative|photosensitive	0.3095|0.2676|0.2389|0.2148|0.2148|0.2100|0.2056|0.2056|0.1978|0.1943	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:480db5e3f78180	chartaceous	chartaceous	en	quality				english_french_lexicon	230:en:0	2014-03		not recorded	english_french_lexicon:230	PATO_0104010	papyraceous	PATO	skos:exactMatch	0.97	ontology_synonym_exact	auto						PATO_0104010	papyraceous	0.9700	0		part_of_speech=adj.
BTERM:english_french_lexicon:481fbded86ed91	racème	raceme	fr	entity				english_french_lexicon	1179:fr:0	2014-03		not recorded	english_french_lexicon:1179	PO_0009049	inflorescence	PO	skos:broadMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0009049	inflorescence	0.8500	0		part_of_speech=n.m. & adj.
BTERM:english_french_lexicon:483e6da0b34ea9	germination	germination	en	entity				english_french_lexicon	628:en:0	2014-03		not recorded	english_french_lexicon:628				flopo:unmapped	0.5361	hybrid_candidate_retrieval	proposed						PO_0007057|PO_0001017|PO_0004539|PO_0004538|PO_0001074|PO_0004716|PO_0007079|PO_0030062|PO_0007516|PO_0007027	0 seed germination stage|M germinated pollen stage|determinate nodule|indeterminate nodule|N second mitotic division stage in germinating pollen|terminal vegetative bud|SE.00 stem elongation begins stage|gametophore axillary hair terminal cell|root epidermal differentiation stage|whole plant fruit formation stage 70% to final size	0.5361|0.2354|0.2333|0.2257|0.2182|0.2158|0.2158|0.1815|0.1800|0.1550	0		part_of_speech=n.f.
BTERM:english_french_lexicon:484d41475112dc	fourchu	fourchu	fr	quality				english_french_lexicon	588:fr:0	2014-03		not recorded	english_french_lexicon:588				flopo:unmapped	0.21	hybrid_candidate_retrieval	proposed						PATO_0001035|PATO_0001516|PATO_0001910|PATO_0001517|PATO_0002296|PATO_0001329|PATO_0001330|PATO_0002032|PATO_0002415	force|focus|folded|focused|foveate|flavourful|flavourless|forward scatter|focally extensive	0.2100|0.2100|0.2035|0.1978|0.1978|0.1838|0.1800|0.1677|0.1629	0		part_of_speech=adj.
BTERM:english_french_lexicon:485c937fbf90c5	dots, pellucid	dots pellucid	en	entity				english_french_lexicon	456:en:0	2014-03		not recorded	english_french_lexicon:456				flopo:unmapped	0.1677	hybrid_candidate_retrieval	proposed						PO_0025285|PO_0020058|PO_0009001|PO_0000256|PO_0025319|PO_0025317|PO_0009038|PO_0030064|PO_0030062	callus parenchyma cell|perisperm|fruit|root hair cell|axillary hair basal cell|axillary hair terminal cell|palea|gametophore axillary hair basal cell|gametophore axillary hair terminal cell	0.1677|0.1587|0.1440|0.1326|0.1314|0.1298|0.1279|0.1248|0.1235	0		part_of_speech=n.m.pl.
BTERM:english_french_lexicon:48675c0de307bc	pear-shaped	pear shaped	en	quality				english_french_lexicon	1016:en:0	2014-03		not recorded	english_french_lexicon:1016				flopo:unmapped	0.6202	hybrid_candidate_retrieval	proposed						PATO_0001877|PATO_0001879|PATO_0002430|PATO_0002429|PATO_0002219|PATO_0001878|PATO_0001200|PATO_0001201|PATO_0002236|PATO_0002465	lanceolate|U-shaped|strap-shaped|x-shaped|fan-shaped|sigmoid|T-shaped|Y-shaped|aliform|prism shaped	0.6202|0.5883|0.5781|0.5747|0.5671|0.5667|0.5629|0.5629|0.5527|0.5420	3		part_of_speech=adj.
BTERM:english_french_lexicon:48721997bdab81	palmately compound	palmately compound	en	quality				english_french_lexicon	984:en:0	2014-03		not recorded	english_french_lexicon:984				flopo:unmapped	0.4889	hybrid_candidate_retrieval	proposed						PATO_0001427|PATO_0001980|PATO_0002054|PATO_0001800|PATO_0002252|PATO_0001801|PATO_0002111|PATO_0000025	compound acidity|digitate|laterally compressed|water composition|antero-posteriorly flattened|decreased water composition|moderately well differentiated|composition	0.4889|0.3124|0.2467|0.2128|0.2056|0.1898|0.1863|0.1819	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:487836897604ad	blessure	blessure	fr	entity				english_french_lexicon	1673:fr:0	2014-03		not recorded	english_french_lexicon:1673				flopo:unmapped	0.188	hybrid_candidate_retrieval	proposed						PO_0025496|PO_0025498	multi-tissue plant structure|cardinal part of multi-tissue plant structure	0.1880|0.1618	0		part_of_speech=n.f.
BTERM:english_french_lexicon:487daa982a1d96	cime?, tête?	cime tete	fr	ambiguous				english_french_lexicon	809:fr:0	2014-03		not recorded	english_french_lexicon:809				flopo:unmapped	0.26	hybrid_candidate_retrieval	proposed						PATO_0001964|PATO_0104016|PO_0001029|PATO_0002342|PATO_0001966|PATO_0001973|PATO_0000297|PATO_0000609|PO_0009049|PATO_0001648	circinate|terete|E tetrad stage|cupulate|convolute|cuspidate|arrested|closure incomplete|inflorescence|circumference	0.2600|0.2389|0.2304|0.2257|0.2200|0.2200|0.2148|0.2135|0.2035|0.2015	0		definition_excluded_by_source_manifest
BTERM:english_french_lexicon:4883881a166689	rectiligne	rectiligne	fr	quality				english_french_lexicon	1202:fr:0	2014-03		not recorded	english_french_lexicon:1202				flopo:unmapped	0.2833	hybrid_candidate_retrieval	proposed						PATO_0001423|PATO_0001965|PATO_0001867|PATO_0001297|PATO_0001484|PATO_0001974|PATO_0001653|PATO_0000077|PATO_0001963|PATO_0002211	refractile|reclinate|rectangular|reflectivity|recent|retuse|aligned with|response to|revolute|recurved	0.2833|0.2530|0.2408|0.2354|0.2320|0.2320|0.2257|0.2200|0.2200|0.2200	0		part_of_speech=adj.
BTERM:english_french_lexicon:489a8882237c58	anthocarpe	anthocarpe	fr	entity				english_french_lexicon	1692:fr:0	2014-03		not recorded	english_french_lexicon:1692				flopo:unmapped	0.4443	hybrid_candidate_retrieval	proposed						PO_0009001|PO_0009066|PO_0025118|PO_0009069|PO_0025264|PO_0020028|PO_0030033|PO_0025125|PO_0000002|PO_0025120	fruit|anther|anther pore|anther theca|anther locule|antiraphe|antheridiophore|antheridium|anther wall|antheridium sperm cell	0.4443|0.2760|0.2760|0.2692|0.2630|0.2530|0.2517|0.2467|0.2408|0.2408	0		part_of_speech=n.m.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:48bae948a3204a	layer	layer	en	entity				english_french_lexicon	808:en:0	2014-03		not recorded	english_french_lexicon:808				flopo:unmapped	0.5522	hybrid_candidate_retrieval	proposed						PO_0005360|PO_0030053|PO_0004514|PO_0000146|PO_0005025|PO_0006009|PO_0006212|PO_0004700|PO_0006008|PO_0006007	aleurone layer|antheridium jacket layer|growth ring|abscission zone|middle layer of ovary wall|anther wall outer secondary parietal cell layer|protective layer|anther wall middle layer|anther wall inner secondary parietal cell layer|anther wall secondary parietal cell layer	0.5522|0.5405|0.5268|0.5267|0.4859|0.4815|0.4799|0.4773|0.4696|0.4405	0		part_of_speech=n.f.
BTERM:english_french_lexicon:48c304afb131d8	phyte, phyto	phyte phyto	en	ambiguous				english_french_lexicon	1061:en:0	2014-03		not recorded	english_french_lexicon:1061				flopo:unmapped	0.2886	hybrid_candidate_retrieval	proposed						PO_0028002|PO_0028003|PO_0030031|PO_0025075|PO_0006001|PO_0025335|PO_0030029|PO_0025428|PO_0000003|PO_0025128	sporophyte development stage|gametophyte development stage|gametophyte perianth|non-vascular leaf|phyllome|phyllode leaf|sporophyte foot|phyllome plate meristem|whole plant|phyllome primordium	0.2886|0.2760|0.2333|0.2320|0.2257|0.2257|0.2257|0.2222|0.2148|0.2135	0		
BTERM:english_french_lexicon:48e3ac93176cc8	abortion	abortion	en	entity				english_french_lexicon	2:en:0	2014-03		not recorded	english_french_lexicon:2				flopo:unmapped	0.188	hybrid_candidate_retrieval	proposed						PO_0005702|PO_0025480|PO_0006089|PO_0005006|PO_0009071|PO_0025478	aerenchyma|shoot-borne root primordium|anther primordium|articulated laticifer|anther wall tapetum|androecium primordium	0.1880|0.1800|0.1749|0.1733|0.1733|0.1718	0		part_of_speech=n.m.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:48e74bffbc0686	triplinerve	triplinerve	fr	quality				english_french_lexicon	1571:fr:0	2014-03		not recorded	english_french_lexicon:1571				flopo:unmapped	0.2913	hybrid_candidate_retrieval	proposed						PATO_0001381|PATO_0001890|PATO_0001875|PATO_0002428|PATO_0002391|PATO_0001909|PATO_0002256|PATO_0000964|PATO_0001389|PATO_0000936	triploid|tripartite|triangular|tripodal|triradiate|trinucleate|tricuspidate|transparent|trisomy|truncated	0.2913|0.2760|0.2530|0.2530|0.2408|0.2354|0.2304|0.2200|0.2200|0.2148	0		part_of_speech=adj.
BTERM:english_french_lexicon:48fdb845e4c29b	bilabié	bilabie	fr	quality				english_french_lexicon	128:fr:0	2014-03		not recorded	english_french_lexicon:128				flopo:unmapped	0.276	hybrid_candidate_retrieval	proposed						PATO_0000618|PATO_0002214|PATO_0002039|PATO_0001406|PATO_0002161|PATO_0001324|PATO_0002281|PATO_0001784|PATO_0002410|PATO_0000299	bilateral|bilobed|biconcave|binucleate|bicornuate|bilateral symmetry|biscupidate|bifurcated|beige|mobile	0.2760|0.2467|0.2320|0.2257|0.2257|0.2214|0.2200|0.2100|0.2100|0.2035	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:49099231d2b55f	synergidae	synergidae	en	entity				english_french_lexicon	1499:en:0	2014-03		not recorded	english_french_lexicon:1499				flopo:unmapped	0.42	hybrid_candidate_retrieval	proposed						PO_0000191|PO_0000284|PO_0009001|PO_0007030|PO_0005021|PO_0025020|PO_0007089|PO_0025014|PO_0025016|PO_0025418	synergid|subsidiary cell|fruit|seedling shoot emergence stage|sepal margin|stamen margin|stem elongation stage|scale leaf margin|sporophyll margin|sclerid cell	0.4200|0.2339|0.2257|0.1819|0.1677|0.1652|0.1614|0.1568|0.1568|0.1568	0		part_of_speech=n.f.
BTERM:english_french_lexicon:49117821746a85	réniforme	reniforme	fr	quality				english_french_lexicon	791:fr:0	2014-03		not recorded	english_french_lexicon:791	PATO_0001871	reniform	PATO	skos:closeMatch	0.92	parallel_glossary_transfer	proposed						PATO_0001871	reniform	0.9200	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:49148c74a9911e	cuculle	cuculle	fr	entity				english_french_lexicon	1737:fr:0	2014-03		not recorded	english_french_lexicon:1737				flopo:unmapped	0.265	hybrid_candidate_retrieval	proposed						PO_0025022|PO_0025023|PO_0020060|PO_0025132|PO_0025264|PO_0000005|PO_0025385|PO_0025386|PO_0030072|PO_0000009	collective leaf structure|collective phyllome structure|caruncle|canal|anther locule|cultured plant cell|cutin|cuticular wax|costa|cultured plant callus	0.2650|0.2650|0.2389|0.2257|0.2257|0.2100|0.2100|0.2100|0.2035|0.2015	0		part_of_speech=n.f.
BTERM:english_french_lexicon:494f2c331a2a5d	vascular bundle	vascular bundle	en	quality				english_french_lexicon	1631:en:0	2014-03		not recorded	english_french_lexicon:1631				flopo:unmapped	0.1978	hybrid_candidate_retrieval	proposed						PATO_0000133|PATO_0000411|PATO_0002397|PATO_0002232	orientation|circular|subcircular|semicircular	0.1978|0.1978|0.1880|0.1852	0		part_of_speech=adj.
BTERM:english_french_lexicon:4950522661dd3e	perennial	perennial	en	quality				english_french_lexicon	1031:en:0	2014-03		not recorded	english_french_lexicon:1031				flopo:unmapped	0.2913	hybrid_candidate_retrieval	proposed						PATO_0002107	peripheral	0.2913	15		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:4966fcae4aaf1f	osseux	osseux	fr	quality				english_french_lexicon	145:fr:0	2014-03		not recorded	english_french_lexicon:145	PATO_0002126	osseous	PATO	skos:closeMatch	0.92	parallel_glossary_transfer	proposed						PATO_0002126	osseous	0.9200	0		part_of_speech=adj.
BTERM:english_french_lexicon:496dd6d6e4e160	mesophyte	mesophyte	en	entity				english_french_lexicon	884:en:0	2014-03		not recorded	english_french_lexicon:884				flopo:unmapped	0.38	hybrid_candidate_retrieval	proposed						PO_0006070|PO_0025279|PO_0000003|PO_0004006|PO_0025280|PO_0000431|PO_0009087|PO_0005645|PO_0020037|PO_0006071	mesophyll|megagametophyte|whole plant|mesophyll cell|microgametophyte|megasporocyte|mesocarp|leaf mesophyll|mesocotyl|petal mesophyll	0.3800|0.3514|0.3296|0.3281|0.3124|0.2692|0.2676|0.2630|0.2600|0.2571	0		part_of_speech=n.f.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:497c7fdd04c611	supple	supple	en	quality				english_french_lexicon	1484:en:0	2014-03		not recorded	english_french_lexicon:1484				flopo:unmapped	0.32	hybrid_candidate_retrieval	proposed						PATO_0001503|PATO_0002120|PATO_0001152|PATO_0000956|PATO_0001537|PATO_0001954|PATO_0002091|PATO_0002118|PATO_0002319|PATO_0001281	simple|suppurative|susceptible toward|sterile|soluble in|subulate|subacute|multiple|squircle|saturated purple	0.3200|0.3095|0.2676|0.2553|0.2553|0.2467|0.2467|0.2467|0.2467|0.2354	0		part_of_speech=adj.
BTERM:english_french_lexicon:498cd838d60518	diatropisme	diatropisme	fr	entity				english_french_lexicon	414:fr:0	2014-03		not recorded	english_french_lexicon:414				flopo:unmapped	0.253	hybrid_candidate_retrieval	proposed						PO_0004543|PO_0009001|PO_0009010|PO_0025017|PO_0025355|PO_0025356|PO_0019023|PO_0009049|PO_0025559|PO_0000282	shoot axis tuber|fruit|seed|plant spore|corm|bulb|strophiole|inflorescence|diarch protoxylem|trichome	0.2530|0.2530|0.2530|0.2530|0.2530|0.2530|0.2056|0.1926|0.1825|0.1765	0		part_of_speech=n.m.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:49ab8c6b6b957d	calcifuge	calcifuge	en	quality				english_french_lexicon	188:en:0	2014-03		not recorded	english_french_lexicon:188				flopo:unmapped	0.34	hybrid_candidate_retrieval	proposed						PATO_0001447|PATO_0002215|PATO_0001486|PATO_0002205|PATO_0002454|PATO_0002367|PATO_0002109|PATO_0001873	calcified|falciform|chronological age|capacitance|carpel-like|castrated male|caseous|cylindrical	0.3400|0.2200|0.2173|0.2100|0.2100|0.1978|0.1880|0.1733	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:49bd7bd17d8a1e	rotate	rotate	en	quality				english_french_lexicon	1250:en:0	2014-03		not recorded	english_french_lexicon:1250				flopo:unmapped	0.4106	hybrid_candidate_retrieval	proposed						PATO_0001599|PATO_0000161|PATO_0001980|PATO_0001881|PATO_0001965|PATO_0001787|PATO_0001658|PATO_0002155|PATO_0002156|PATO_0001659	rotated|rate|digitate|arrow-shaped|reclinate|rotational curvature|dorsally rotated|medially rotated|laterally rotated|ventrally rotated	0.4106|0.3514|0.2956|0.2853|0.2853|0.2760|0.2354|0.2354|0.2354|0.2304	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:49ceadb61c84cc	sympetalous	sympetalous	en	quality				english_french_lexicon	1493:en:0	2014-03		not recorded	english_french_lexicon:1493				flopo:unmapped	0.2692	hybrid_candidate_retrieval	proposed						PATO_0000695|PATO_0002128|PATO_0001804|PATO_0002127|PATO_0002519|PATO_0002340|PATO_0002438	synchronous|serous|scaly|scirrhous|cancellous|hispidulous|subdermal	0.2692|0.2676|0.2530|0.2467|0.2408|0.2354|0.2304	0		
BTERM:english_french_lexicon:49dddf5a91060c	crenulate	crenulate	en	quality				english_french_lexicon	342:en:0	2014-03		not recorded	english_french_lexicon:342	PATO_0001889	scalloped	PATO	skos:exactMatch	0.97	ontology_synonym_exact	auto						PATO_0001889	scalloped	0.9700	1		part_of_speech=adj.
BTERM:english_french_lexicon:49fa6ad13424b4	ovale	ovale	fr	quality				english_french_lexicon	975:fr:0	2014-03		not recorded	english_french_lexicon:975	PATO_0001891	ovate	PATO	skos:closeMatch	0.92	parallel_glossary_transfer	proposed						PATO_0001891	ovate	0.9200	0		part_of_speech=adj.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:49ff7a7abcb1c6	pappus	pappus	en	entity				english_french_lexicon	997:en:0	2014-03		not recorded	english_french_lexicon:997	PO_0025393	pappus	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0025393	pappus	0.9900	1		part_of_speech=n.m.; definition_excluded_by_source_manifest
BTERM:english_french_lexicon:4a182e1938f878	entaille oblique	entaille oblique	fr	entity				english_french_lexicon	1354:fr:0	2014-03		not recorded	english_french_lexicon:1354				flopo:unmapped	0.263	hybrid_candidate_retrieval	proposed						PO_0009001|PO_0007122|PO_0007633|PO_0020001|PO_0006002|PO_0007036|PO_0025337|PO_0007110|PO_0008025|PO_0007033	fruit|2.07 main shoot and axillary shoots visible at seven nodes stage|endosperm development stage|ovary placenta|lower glume|beginning of whole plant fruit ripening stage|life of whole plant stage|2.09 main shoot and axillary shoots visible at nine or more nodes stage|central zone of the petiole|whole plant development stage	0.2630|0.1782|0.1749|0.1644|0.1614|0.1614|0.1587|0.1577|0.1562|0.1550	0		part_of_speech=n.f.
BTERM:english_french_lexicon:4a317406b349e9	winged	winged	en	quality				english_french_lexicon	1668:en:0	2014-03		not recorded	english_french_lexicon:1668				flopo:unmapped	0.3514	hybrid_candidate_retrieval	proposed						PATO_0002236|PATO_0001368|PATO_0001167|PATO_0001951|PATO_0002431|PATO_0001810|PATO_0002439|PATO_0001168|PATO_0001836|PATO_0104112	aliform|erose|damaged|whorled|waisted|wrinkled|w-shaped|undamaged|congested|orange red	0.3514|0.2650|0.2553|0.2553|0.2553|0.2467|0.2467|0.2389|0.2389|0.2320	14		part_of_speech=adj.
BTERM:english_french_lexicon:4a32143d8f6a8a	dwarfism	dwarfism	en	entity				english_french_lexicon	468:en:0	2014-03		not recorded	english_french_lexicon:468				flopo:unmapped	0		unreviewed									0		part_of_speech=n.m.
BTERM:english_french_lexicon:4a32c1b85f41fb	plumose	plumose	en	quality				english_french_lexicon	1088:en:0	2014-03		not recorded	english_french_lexicon:1088				flopo:unmapped	0.265	hybrid_candidate_retrieval	proposed						PATO_0000083|PATO_0001802|PATO_0001359|PATO_0002289|PATO_0002253|PATO_0002341|PATO_0002344|PATO_0001403|PATO_0000547	phase|loose|rugose|setose|platelike|tomentose|arachnose|pluripotent|photosensitive	0.2650|0.2650|0.2553|0.2553|0.2320|0.2320|0.2320|0.2200|0.2056	0		part_of_speech=adj.
