flopo_iri	label
http://purl.obolibrary.org/obo/FLOPO_0011054	spikelet subacute
http://purl.obolibrary.org/obo/FLOPO_0009857	spikelet up
http://purl.obolibrary.org/obo/FLOPO_0020356	sporangium up
http://purl.obolibrary.org/obo/FLOPO_0007705	spore capsule annulus female
http://purl.obolibrary.org/obo/FLOPO_0020480	spore capsule annulus male
http://purl.obolibrary.org/obo/FLOPO_0007706	spore capsule annulus phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0008819	stalk acute
http://purl.obolibrary.org/obo/FLOPO_0010738	stalk down
http://purl.obolibrary.org/obo/FLOPO_0008820	stalk duration
http://purl.obolibrary.org/obo/FLOPO_0009145	stalk female
http://purl.obolibrary.org/obo/FLOPO_0019312	stalk hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0006520	stalk male
http://purl.obolibrary.org/obo/FLOPO_0006521	stalk phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0014401	stalk subacute
http://purl.obolibrary.org/obo/FLOPO_0005037	stalk up
http://purl.obolibrary.org/obo/FLOPO_0014864	stamen arrested
http://purl.obolibrary.org/obo/FLOPO_0018572	stamen down
http://purl.obolibrary.org/obo/FLOPO_0004552	stamen female
http://purl.obolibrary.org/obo/FLOPO_0007029	stamen hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0004924	stamen male
http://purl.obolibrary.org/obo/FLOPO_0014865	stamen offset quality
http://purl.obolibrary.org/obo/FLOPO_0013832	stamen onset quality
http://purl.obolibrary.org/obo/FLOPO_0004553	stamen phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0013831	stamen premature
http://purl.obolibrary.org/obo/FLOPO_0007086	stamen up
http://purl.obolibrary.org/obo/FLOPO_0010844	staminode female
http://purl.obolibrary.org/obo/FLOPO_0007814	staminode hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0014858	staminode male
http://purl.obolibrary.org/obo/FLOPO_0019712	staminode onset quality
http://purl.obolibrary.org/obo/FLOPO_0007815	staminode phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0019711	staminode premature
http://purl.obolibrary.org/obo/FLOPO_0013246	stele hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0010500	stele onset quality
http://purl.obolibrary.org/obo/FLOPO_0013247	stele phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0010499	stele premature
http://purl.obolibrary.org/obo/FLOPO_0000268	stem acute
http://purl.obolibrary.org/obo/FLOPO_0003140	stem arrested
http://purl.obolibrary.org/obo/FLOPO_0023201	stem base acute
http://purl.obolibrary.org/obo/FLOPO_0023202	stem base duration
http://purl.obolibrary.org/obo/FLOPO_0022904	stem base up
http://purl.obolibrary.org/obo/FLOPO_0013458	stem continuous
http://purl.obolibrary.org/obo/FLOPO_0006682	stem down
http://purl.obolibrary.org/obo/FLOPO_0000269	stem duration
http://purl.obolibrary.org/obo/FLOPO_0006310	stem female
http://purl.obolibrary.org/obo/FLOPO_0012002	stem hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0006496	stem male
http://purl.obolibrary.org/obo/FLOPO_0013459	stem occurrence
http://purl.obolibrary.org/obo/FLOPO_0003141	stem offset quality
http://purl.obolibrary.org/obo/FLOPO_0018999	stem onset quality
http://purl.obolibrary.org/obo/FLOPO_0006311	stem phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0018998	stem premature
http://purl.obolibrary.org/obo/FLOPO_0010313	stem subacute
http://purl.obolibrary.org/obo/FLOPO_0001033	stem up
http://purl.obolibrary.org/obo/FLOPO_0008333	stereome acute
http://purl.obolibrary.org/obo/FLOPO_0008334	stereome duration
http://purl.obolibrary.org/obo/FLOPO_0012961	stigma acute
http://purl.obolibrary.org/obo/FLOPO_0012117	stigma down
http://purl.obolibrary.org/obo/FLOPO_0012962	stigma duration
http://purl.obolibrary.org/obo/FLOPO_0000108	stigma female
http://purl.obolibrary.org/obo/FLOPO_0009367	stigma hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0009691	stigma male
http://purl.obolibrary.org/obo/FLOPO_0000109	stigma phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0017076	stigma subacute
http://purl.obolibrary.org/obo/FLOPO_0008433	stigma up
http://purl.obolibrary.org/obo/FLOPO_0005885	stipel maturity
http://purl.obolibrary.org/obo/FLOPO_0015200	stipel onset quality
http://purl.obolibrary.org/obo/FLOPO_0900057	stipel persistence
http://purl.obolibrary.org/obo/FLOPO_0900058	stipel persistent
http://purl.obolibrary.org/obo/FLOPO_0015199	stipel premature
http://purl.obolibrary.org/obo/FLOPO_0005884	stipel pubescent
http://purl.obolibrary.org/obo/FLOPO_0006004	stipule acute
http://purl.obolibrary.org/obo/FLOPO_0019558	stipule arrested
http://purl.obolibrary.org/obo/FLOPO_0006005	stipule duration
http://purl.obolibrary.org/obo/FLOPO_0023228	stipule female
http://purl.obolibrary.org/obo/FLOPO_0019559	stipule offset quality
http://purl.obolibrary.org/obo/FLOPO_0003150	stipule onset quality
http://purl.obolibrary.org/obo/FLOPO_0023229	stipule phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0003149	stipule premature
http://purl.obolibrary.org/obo/FLOPO_0006157	stipule up
http://purl.obolibrary.org/obo/FLOPO_0023238	stolon down
http://purl.obolibrary.org/obo/FLOPO_0020852	stolon up
http://purl.obolibrary.org/obo/FLOPO_0015708	strobilus up
http://purl.obolibrary.org/obo/FLOPO_0012408	style acute
http://purl.obolibrary.org/obo/FLOPO_0010615	style continuous
http://purl.obolibrary.org/obo/FLOPO_0010712	style down
http://purl.obolibrary.org/obo/FLOPO_0006798	style duration
http://purl.obolibrary.org/obo/FLOPO_0008696	style female
http://purl.obolibrary.org/obo/FLOPO_0004350	style hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0002771	style male
http://purl.obolibrary.org/obo/FLOPO_0010616	style occurrence
http://purl.obolibrary.org/obo/FLOPO_0013713	style onset quality
http://purl.obolibrary.org/obo/FLOPO_0002772	style phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0013712	style premature
http://purl.obolibrary.org/obo/FLOPO_0006797	style subacute
http://purl.obolibrary.org/obo/FLOPO_0000514	style up
http://purl.obolibrary.org/obo/FLOPO_0021549	subterranean tuber up
http://purl.obolibrary.org/obo/FLOPO_0015410	tassel sessile spikelet female
http://purl.obolibrary.org/obo/FLOPO_0007657	tassel sessile spikelet hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0010124	tassel sessile spikelet male
http://purl.obolibrary.org/obo/FLOPO_0022728	tassel sessile spikelet occurrence
http://purl.obolibrary.org/obo/FLOPO_0019485	tassel sessile spikelet onset quality
http://purl.obolibrary.org/obo/FLOPO_0007658	tassel sessile spikelet phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0019484	tassel sessile spikelet premature
http://purl.obolibrary.org/obo/FLOPO_0022727	tassel sessile spikelet synchronous
http://purl.obolibrary.org/obo/FLOPO_0014435	tepal acute
http://purl.obolibrary.org/obo/FLOPO_0014436	tepal duration
http://purl.obolibrary.org/obo/FLOPO_0015488	tepal female
http://purl.obolibrary.org/obo/FLOPO_0018762	tepal hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0009842	tepal male
http://purl.obolibrary.org/obo/FLOPO_0009843	tepal phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0011540	tepal up
http://purl.obolibrary.org/obo/FLOPO_0015947	terminal bud female
http://purl.obolibrary.org/obo/FLOPO_0021434	terminal bud male
http://purl.obolibrary.org/obo/FLOPO_0015948	terminal bud phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0019277	terminal bud up
http://purl.obolibrary.org/obo/FLOPO_0012708	tertiary leaf vein onset quality
http://purl.obolibrary.org/obo/FLOPO_0012707	tertiary leaf vein premature
http://purl.obolibrary.org/obo/FLOPO_0004675	testa acute
http://purl.obolibrary.org/obo/FLOPO_0004676	testa duration
http://purl.obolibrary.org/obo/FLOPO_0010501	testa iridescent
http://purl.obolibrary.org/obo/FLOPO_0019443	testa subacute
http://purl.obolibrary.org/obo/FLOPO_0011901	testa up
http://purl.obolibrary.org/obo/FLOPO_0010502	testa variability of color
http://purl.obolibrary.org/obo/FLOPO_0020463	thallus up
http://purl.obolibrary.org/obo/FLOPO_0022238	thorn female
http://purl.obolibrary.org/obo/FLOPO_0013243	thorn onset quality
http://purl.obolibrary.org/obo/FLOPO_0022239	thorn phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0013242	thorn premature
http://purl.obolibrary.org/obo/FLOPO_0007687	trichome female
http://purl.obolibrary.org/obo/FLOPO_0006583	trichome hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0023372	trichome male
http://purl.obolibrary.org/obo/FLOPO_0013233	trichome onset quality
http://purl.obolibrary.org/obo/FLOPO_0006584	trichome phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0013232	trichome premature
http://purl.obolibrary.org/obo/FLOPO_0019647	tuber arrested
http://purl.obolibrary.org/obo/FLOPO_0019648	tuber offset quality
http://purl.obolibrary.org/obo/FLOPO_0003045	tuber up
http://purl.obolibrary.org/obo/FLOPO_0005436	tubercle acute
http://purl.obolibrary.org/obo/FLOPO_0023401	tubercle down
http://purl.obolibrary.org/obo/FLOPO_0005437	tubercle duration
http://purl.obolibrary.org/obo/FLOPO_0012709	tubercle female
http://purl.obolibrary.org/obo/FLOPO_0022136	tubercle male
http://purl.obolibrary.org/obo/FLOPO_0012710	tubercle phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0015002	tubercle subacute
http://purl.obolibrary.org/obo/FLOPO_0007925	tubercle up
http://purl.obolibrary.org/obo/FLOPO_0016683	tuberous root up
http://purl.obolibrary.org/obo/FLOPO_0004826	upper glume acute
http://purl.obolibrary.org/obo/FLOPO_0010297	upper glume arrested
http://purl.obolibrary.org/obo/FLOPO_0004827	upper glume duration
http://purl.obolibrary.org/obo/FLOPO_0010298	upper glume offset quality
http://purl.obolibrary.org/obo/FLOPO_0014887	upper glume subacute
http://purl.obolibrary.org/obo/FLOPO_0004227	upper glume up
http://purl.obolibrary.org/obo/FLOPO_0006224	valve arrested
http://purl.obolibrary.org/obo/FLOPO_0019816	valve down
http://purl.obolibrary.org/obo/FLOPO_0006225	valve offset quality
http://purl.obolibrary.org/obo/FLOPO_0010698	valve up
http://purl.obolibrary.org/obo/FLOPO_0021948	vascular bundle arrested
http://purl.obolibrary.org/obo/FLOPO_0014169	vascular bundle female
http://purl.obolibrary.org/obo/FLOPO_0004925	vascular bundle hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0009574	vascular bundle male
http://purl.obolibrary.org/obo/FLOPO_0021949	vascular bundle offset quality
http://purl.obolibrary.org/obo/FLOPO_0006380	vascular bundle onset quality
http://purl.obolibrary.org/obo/FLOPO_0004926	vascular bundle phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0006379	vascular bundle premature
http://purl.obolibrary.org/obo/FLOPO_0022446	vascular system acute
http://purl.obolibrary.org/obo/FLOPO_0022447	vascular system duration
http://purl.obolibrary.org/obo/FLOPO_0018457	vegetative bud male
http://purl.obolibrary.org/obo/FLOPO_0018458	vegetative bud phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0016499	whole plant arrested
http://purl.obolibrary.org/obo/FLOPO_0016500	whole plant offset quality
http://purl.obolibrary.org/obo/FLOPO_0007871	whole plant onset quality
http://purl.obolibrary.org/obo/FLOPO_0007870	whole plant premature
http://purl.obolibrary.org/obo/FLOPO_0012457	whole plant up
http://purl.obolibrary.org/obo/FLOPO_0011744	xylem vessel member hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0021572	xylem vessel member male
http://purl.obolibrary.org/obo/FLOPO_0011745	xylem vessel member phenotypic sex
