#Version: 0.1
#Glossary type: Plant
#Source: fna_gloss_final_20130517 (merged from: fnagloss_fromHong_20130517125327, fna_glo)
#Finalized by: Dr. Hong Cui
#Date: 7/29/2013
#Reviewers: Heather Cole,Dr. Hong Cui,Stephanie Kha,Sonali Ranade,Jeff Saarela,Ishan Shah
#Source producer: OTO System

"term","category","hasSyn","sourceDataset","termID"
"solitary","arrangement","0","fna_gloss_final_20130517","7cf69c04-f69f-4b15-8732-8177cb7ebc97"
"sordid","coloration","0","fna_gloss_final_20130517","8aa3fbf7-780f-430e-ab82-a02836b3379b"
"spaced","arrangement","0","fna_gloss_final_20130517","166ba4fb-7e87-4cc9-8e79-d52eca757256"
"spadicate","architecture","0","fna_gloss_final_20130517","777ef833-62f3-437d-8789-f78ef9962314"
"sparser","arrangement","0","fna_gloss_final_20130517","a2809c76-efdc-11e2-b45f-0026b9326338"
"spathaceous","architecture","0","fna_gloss_final_20130517","f54d6f7e-b51b-4b2f-a17f-cc1a07a87a39"
"spathe-like","architecture","0","fna_gloss_final_20130517","293b746b-9565-40d2-be64-253d752b637c"
"spathulate","shape","0","fna_gloss_final_20130517","386dbf9f-9471-40b0-9dd5-5c139580a466"
"spatula-shaped","shape","0","fna_gloss_final_20130517","19ed1a0d-47de-44f7-9759-64a5d2e00812"
"spatulate","shape","0","fna_gloss_final_20130517","74f86ad2-63a1-4125-8454-d9569a4d0522"
"speckled","coloration","0","fna_gloss_final_20130517","5fbbd0ca-b3c3-4fd1-9395-3477d93db254"
"spheric","shape","0","fna_gloss_final_20130517","1ccec56e-298c-4630-ae15-fa652b339d89"
"spherical","shape","0","fna_gloss_final_20130517","d2bb4f82-f806-43d6-b2d1-0f8391429eca"
"spheroid","shape","0","fna_gloss_final_20130517","6a4ac335-8fc1-4187-a596-305e83253598"
"spheroidal","shape","0","fna_gloss_final_20130517","a39cc769-651e-4039-a9ad-31280691ada1"
"spicate","architecture","0","fna_gloss_final_20130517","5598ff8d-53a8-45ba-8a3f-c697edfa957a"
"spiciform","architecture","0","fna_gloss_final_20130517","2b3730cd-afaa-4eab-a82a-def8fea8d494"
"spiculate","relief","0","fna_gloss_final_20130517","d2d9b895-3779-4bbb-a38d-cceae6bddce4"
"spicy","odor","0","fna_gloss_final_20130517","9b03e9cb-61a1-48c1-a512-b5b8bffe21c3"
"spike-like","architecture","0","fna_gloss_final_20130517","e98d4ccd-984d-41c3-8914-6192b07b2ba0"
"spikeleted","architecture","0","fna_gloss_final_20130517","9eec4b17-99ff-4f0b-84f8-3fca2f5361c3"
"spikelike","architecture","0","fna_gloss_final_20130517","a281c114-efdc-11e2-b45f-0026b9326338"
"spindle-shaped","shape","0","fna_gloss_final_20130517","4d2848eb-7958-4c4a-9b9e-28e31e27ba70"
"spineless","architecture","0","fna_gloss_final_20130517","fcb53ec7-d7c8-42b9-9a18-4e5f41454581"
"spinelike","shape","0","fna_gloss_final_20130517","a44adbc0-239c-4d59-a586-c581a487d67f"
"spinescent","architecture","0","fna_gloss_final_20130517","4043838a-8b90-419e-a1c1-21e0ae2e0e4e"
"spinier","architecture","0","fna_gloss_final_20130517","174c382a-c8cc-4295-b743-166318aa414d"
"spiniform","shape","0","fna_gloss_final_20130517","a2822fbe-efdc-11e2-b45f-0026b9326338"
"spinose","architecture","0","fna_gloss_final_20130517","9c87311e-60bc-4f69-b2ea-8390ec1efc46"
"spinulose","architecture","0","fna_gloss_final_20130517","0c0c64be-1554-4695-b9cc-8b17523cd0fa"
"spiny","architecture","0","fna_gloss_final_20130517","ee684564-99f3-4a0a-99e8-123fd33cda28"
"spiral","arrangement","0","fna_gloss_final_20130517","a2827dfc-efdc-11e2-b45f-0026b9326338"
"spiraled","arrangement","0","fna_gloss_final_20130517","a2829eae-efdc-11e2-b45f-0026b9326338"
"spire-shaped","shape","0","fna_gloss_final_20130517","90d2cfde-6613-4712-b0a9-ac2d8f5fe36a"
"splendent","reflectance","0","fna_gloss_final_20130517","4e3b7bf9-5eef-41b0-89ed-f3631cdb72a6"
"splitting","dehiscence","0","fna_gloss_final_20130517","a282df72-efdc-11e2-b45f-0026b9326338"
"spongy","internal texture","0","fna_gloss_final_20130517","707176d4-3b45-4831-a9c8-79d8b06d9390"
"sprawling","habit","0","fna_gloss_final_20130517","a2830e0c-efdc-11e2-b45f-0026b9326338"
"spread","orientation","0","fna_gloss_final_20130517","a2832c7a-efdc-11e2-b45f-0026b9326338"
"spreading","orientation","0","fna_gloss_final_20130517","ae5d8944-004b-4ff4-943d-a17418b0d28d"
"sprialing","arrangement","0","fna_gloss_final_20130517","a283664a-efdc-11e2-b45f-0026b9326338"
"spurred","shape","0","fna_gloss_final_20130517","0b656d1d-3d52-4d34-8f97-ad9f8b40b303"
"squamate","external texture","0","fna_gloss_final_20130517","e6dd8e37-c5ea-48e0-8286-6849c45cf846"
"squamellose","external texture","0","fna_gloss_final_20130517","631ddeb5-d423-4d45-9abe-8a7d9a335922"
"squamiform","shape","0","fna_gloss_final_20130517","77fc1ee8-642c-42ad-b521-72e25f5ab29f"
"squamose","external texture","0","fna_gloss_final_20130517","73ceea2a-c35a-41ab-87b4-9b1c76e97b9b"
"square","shape","0","fna_gloss_final_20130517","e1a668b9-21bb-47ca-b849-b0a3450a8384"
"squarish","shape","0","fna_gloss_final_20130517","a283eb42-efdc-11e2-b45f-0026b9326338"
"squarrose","orientation","0","fna_gloss_final_20130517","0bfa9cf1-222e-46a5-bbed-193be4934627"
"stalked","architecture","0","fna_gloss_final_20130517","e1a0db55-bc0f-4d9b-9999-c8bc796bdef2"
"stalkless","architecture","0","fna_gloss_final_20130517","5996a6fd-97ac-40ac-807b-5e36fdd5f2ff"
"staminal","position","0","fna_gloss_final_20130517","f37d47b0-671b-4ac9-a7c6-659b6fbbccc8"
"staminate","architecture","0","fna_gloss_final_20130517","a425208e-0678-41bf-aff4-d454bc02bcb6"
"staminodial","position","0","fna_gloss_final_20130517","944a2c32-3b85-4d25-8ad4-b8ea774cc6b0"
"star","shape","0","fna_gloss_final_20130517","a2847800-efdc-11e2-b45f-0026b9326338"
"star-shaped","shape","0","fna_gloss_final_20130517","a51cff7c-3650-4d7b-9b18-07823910a8cb"
"stellate","arrangement","0","fna_gloss_final_20130517","7dd6a367-6a0d-4350-ae64-0817bb084a08"
"stemless","architecture","0","fna_gloss_final_20130517","7e12a8cf-87e6-425f-b4f3-96bf97fd102c"
"stemmed","architecture","0","fna_gloss_final_20130517","88191a86-8d50-44e7-9136-0b90b1de1cf0"
"stephanocolpate","architecture","0","fna_gloss_final_20130517","872124c8-70fe-429b-b2d3-28d1216b5946"
"stephanocolporate","architecture","0","fna_gloss_final_20130517","709972ee-abe3-4a9c-af67-bf08706290ba"
"stephanoporate","architecture","0","fna_gloss_final_20130517","719cc5bc-bc07-4411-9275-0705128c55f0"
"sterile","reproduction","0","fna_gloss_final_20130517","23bdbb02-1c79-4fdc-9f42-04654c0b9fff"
"sticky","external texture","0","fna_gloss_final_20130517","ceb79347-ecf9-44ef-98ca-34015951c3a1"
"stiff","external texture","0","fna_gloss_final_20130517","d6824f65-1d2b-4c31-af20-907a4839239a"
"stigmatic","habit","0","fna_gloss_final_20130517","c0001eda-d865-40cd-b34d-78636dc1c831"
"stilt-rooted","architecture","0","fna_gloss_final_20130517","9a3d772f-3f85-4829-b763-1a8b7d83a4f6"
"stinging","habit","0","fna_gloss_final_20130517","771be007-9f4c-4856-a44b-0d073e5c52f2"
"stipelike","shape","0","fna_gloss_final_20130517","a2858c0e-efdc-11e2-b45f-0026b9326338"
"stipiform","shape","0","fna_gloss_final_20130517","83111379-0d7e-47e7-830f-421d6ae594cc"
"stipitate","architecture","0","fna_gloss_final_20130517","de46317b-dd3a-416e-a600-dbaaca074316"
"stipulate","architecture","0","fna_gloss_final_20130517","0327f026-7667-491e-b660-283dd5b1ced8"
"stoloniferous","architecture","0","fna_gloss_final_20130517","c1304faf-3d0b-4696-9b09-4c9b7f860513"
"stomate-bearing","architecture","0","fna_gloss_final_20130517","83731dd8-5a15-47a6-97b9-7fef029682ea"
"stomatiferous","architecture","0","fna_gloss_final_20130517","b318dcfa-9b36-4fa6-b9ae-3b99d28a1681"
"stout","fragility","0","fna_gloss_final_20130517","3b4e9b22-5983-4ef2-b190-4997f4633774"
"stouter","fragility","0","fna_gloss_final_20130517","d00c964f-4ede-41e1-84aa-fc795acf4948"
"straggling","habit","0","fna_gloss_final_20130517","c7443f70-7dea-4426-bb8e-c36b23e0508c"
"straight","course","0","fna_gloss_final_20130517","2b093f97-4e53-42aa-a964-9e87324bbc0f"
"straighter","course","0","fna_gloss_final_20130517","a2866732-efdc-11e2-b45f-0026b9326338"
"strap-shaped","shape","0","fna_gloss_final_20130517","ff87dc79-61c6-4682-b946-ac5443e04b2d"
"straw","coloration","0","fna_gloss_final_20130517","767cc4e9-2483-4249-ab4c-d4a96f1adb21"
"stramineous","coloration","0","fna_gloss_final_20130517","437d9708-6a9b-48aa-995f-d782720fa0f6"
"streaked","coloration","0","fna_gloss_final_20130517","d1cac701-4db4-487a-85e9-5e30deb2b2b2"
"striate","external texture","0","fna_gloss_final_20130517","a286dc9e-efdc-11e2-b45f-0026b9326338"
"striated","pattern","0","fna_gloss_final_20130517","a286ff12-efdc-11e2-b45f-0026b9326338"
"strict","course","0","fna_gloss_final_20130517","17c5a487-9a9b-4e4a-9349-f852fcdebb93"
"strigillose","external texture","0","fna_gloss_final_20130517","8a152d41-6120-4056-b953-7cfdb32aa8d4"
"strigose","external texture","0","fna_gloss_final_20130517","1253476d-a2b8-48e7-973f-a1a72b49c84c"
"strigulose","external texture","0","fna_gloss_final_20130517","ee5740d0-11ad-4f15-ae50-c54386ae71de"
"strobiloid","architecture","0","fna_gloss_final_20130517","e17ced5e-0829-4d8b-9409-f55244b10906"
"strombuliform","shape","0","fna_gloss_final_20130517","77856cde-7aaa-4830-a73f-3a80e05c25e5"
"strong","fragility","0","fna_gloss_final_20130517","4533229b-3fb0-45bd-9275-413b299739b7"
"strophiolate","architecture","0","fna_gloss_final_20130517","a28796f2-efdc-11e2-b45f-0026b9326338"
"stylelike","architecture","0","fna_gloss_final_20130517","a287b9a2-efdc-11e2-b45f-0026b9326338"
"styliferous","architecture","0","fna_gloss_final_20130517","1098f828-ab29-4ce8-bbd2-c12ff05ff4fa"
"sub-basifixed","fixation","0","fna_gloss_final_20130517","c0bd776a-141b-409d-a5fa-dcfe30035503"
"subacaulescent","architecture","0","fna_gloss_final_20130517","a5126403-84c1-4275-910f-90c8fc176286"
"subacute","shape","0","fna_gloss_final_20130517","2d3c1fd9-9bf2-40bb-ab75-0eb75669dc97"
"subalate","architecture","0","fna_gloss_final_20130517","3d377d80-2704-4deb-9956-67e75cb85bb6"
"subalternate","arrangement","0","fna_gloss_final_20130517","a28824aa-efdc-11e2-b45f-0026b9326338"
"subangular","shape","0","fna_gloss_final_20130517","a28848a4-efdc-11e2-b45f-0026b9326338"
"subapical","position","0","fna_gloss_final_20130517","db7f6f7a-10ea-4ad3-b025-db1c650a9ca6"
"subappressed","orientation","0","fna_gloss_final_20130517","1df1cae2-76d4-4c93-b41b-ba9cdb2e9e1b"
"subascending","orientation","0","fna_gloss_final_20130517","a28890ca-efdc-11e2-b45f-0026b9326338"
"subbasal","position","0","fna_gloss_final_20130517","bba9bb8a-04d0-42e0-8973-e7ba47f0dc6e"
"subcapitate","architecture","0","fna_gloss_final_20130517","98557233-bde3-4950-97fc-822aad5502cc"
"subcaptitate","architecture","0","fna_gloss_final_20130517","8fa7b62c-185d-4b1c-8e9a-2ccc77003312"
"subcentral","position","0","fna_gloss_final_20130517","a288f5c4-efdc-11e2-b45f-0026b9326338"
"subcircular","shape","0","fna_gloss_final_20130517","2537e16d-a768-4fac-b000-4e22a07414b0"
"subclasping","architecture","0","fna_gloss_final_20130517","3dcdcfbe-df32-4c96-b34e-1a43a0c6c061"
"subconcolorous","coloration","0","fna_gloss_final_20130517","a2892c2e-efdc-11e2-b45f-0026b9326338"
"subcongested","architecture","0","fna_gloss_final_20130517","ea40a07e-0970-4d1a-bab8-5d58f86c580e"
"subcordate","shape","0","fna_gloss_final_20130517","7c6a8232-ff3a-4780-b2c5-62445edce54b"
"subcuneate","shape","0","fna_gloss_final_20130517","a2898200-efdc-11e2-b45f-0026b9326338"
"subcylindric","shape","0","fna_gloss_final_20130517","951f4362-0cd1-45a1-8a95-cc1d5fd9bb4b"
"subdichasiform","arrangement","0","fna_gloss_final_20130517","6c89bfb5-14cb-4461-89b5-9e6815f3c14c"
"subdioecious","reproduction","0","fna_gloss_final_20130517","a289cddc-efdc-11e2-b45f-0026b9326338"
"subelliptic","shape","0","fna_gloss_final_20130517","a289f3d4-efdc-11e2-b45f-0026b9326338"
"subentire","shape","0","fna_gloss_final_20130517","96522809-1bcf-4343-956b-a22c741a4455"
"subequal","size","0","fna_gloss_final_20130517","e2249daf-0621-4790-a9e6-c0d103ebafd7"
"suberect","orientation","0","fna_gloss_final_20130517","736414b9-5e92-4008-a2c8-40de527e0a97"
"suberous","external texture","0","fna_gloss_final_20130517","220d9d4f-7969-40be-83ba-abd3c5437709"
"subflabelliform","shape","0","fna_gloss_final_20130517","a28a61de-efdc-11e2-b45f-0026b9326338"
"subfusiform","shape","0","fna_gloss_final_20130517","60709c3b-aae6-4c40-82bb-777c8076ca43"
"subglabrous","external texture","0","fna_gloss_final_20130517","b934b440-13e5-42a9-ab58-8f93c71ef52e"
"subglobose","shape","0","fna_gloss_final_20130517","dd01f76b-0730-42f4-954a-8cd4a2439c7a"
"subhastate","shape","0","fna_gloss_final_20130517","a28acab6-efdc-11e2-b45f-0026b9326338"
"subinferior","position","0","fna_gloss_final_20130517","b6485ad1-5ca2-4b7e-98d3-b09defdd456f"
"subligneous","external texture","0","fna_gloss_final_20130517","a28b0846-efdc-11e2-b45f-0026b9326338"
"sublinear","shape","0","fna_gloss_final_20130517","a28b2aec-efdc-11e2-b45f-0026b9326338"
"sublyrate","shape","0","fna_gloss_final_20130517","eef7693e-54c1-45fa-9ddc-ca8baf5e08a1"
"submarginal","position","0","fna_gloss_final_20130517","aed90bc1-ae26-4bbf-a3ba-d84ec5d6ded5"
"submerged","location","0","fna_gloss_final_20130517","f1131b2a-6656-489a-90bb-3bf92ad49db0"
"submergent","location","0","fna_gloss_final_20130517","fa87fc3f-819b-4bcc-b2ca-dc3df47d20f1"
"submersed","location","0","fna_gloss_final_20130517","a72182ac-a484-4e62-bbb8-85154a7d5117"
"submucronate","shape","0","fna_gloss_final_20130517","a28be112-efdc-11e2-b45f-0026b9326338"
"subnapiform","shape","0","fna_gloss_final_20130517","a28c05e8-efdc-11e2-b45f-0026b9326338"
"subobtuse","shape","0","fna_gloss_final_20130517","a28c27c6-efdc-11e2-b45f-0026b9326338"
"subopposite","arrangement","0","fna_gloss_final_20130517","2bf58e17-2335-4d83-9447-eb26176c4fc0"
"suborbicular","shape","0","fna_gloss_final_20130517","2992a08a-53c1-4d2a-9cec-da977b288fe1"
"suborbiculate","shape","0","fna_gloss_final_20130517","8a35852f-7e80-49c7-9abc-93e6ce4ae9a4"
"subpannose","external texture","0","fna_gloss_final_20130517","6f4969fd-eaf5-492f-8802-038d32e22dbd"
"subpetiolar","position","0","fna_gloss_final_20130517","dffa0fa2-ddcd-4d5c-973c-b52e21d0e832"
"subperfoliate","architecture","0","fna_gloss_final_20130517","a28c9de6-efdc-11e2-b45f-0026b9326338"
"subpetiolate","architecture","0","fna_gloss_final_20130517","75ccaec4-b0a0-4547-8b92-004334da964c"
"subplumose","architecture","0","fna_gloss_final_20130517","0bcabf35-1136-43aa-9656-f8199f56329e"
"subracemose","architecture","0","fna_gloss_final_20130517","a28cd4e6-efdc-11e2-b45f-0026b9326338"
"subreniform","shape","0","fna_gloss_final_20130517","a28cfa0c-efdc-11e2-b45f-0026b9326338"
"subribbed","architecture","0","fna_gloss_final_20130517","a28d1d66-efdc-11e2-b45f-0026b9326338"
"subrosulate","arrangement","0","fna_gloss_final_20130517","a28d42f0-efdc-11e2-b45f-0026b9326338"
"subrotund","shape","0","fna_gloss_final_20130517","c544d0ab-cd24-46bc-b9d3-1bfd9416a6ca"
"subround","shape","0","fna_gloss_final_20130517","20f121b5-4a84-4f04-8c8e-598faba4b5c0"
"subscabrous","external texture","0","fna_gloss_final_20130517","a28d84c2-efdc-11e2-b45f-0026b9326338"
"subscandent","habit","0","fna_gloss_final_20130517","a28da9e8-efdc-11e2-b45f-0026b9326338"
"subscapose","architecture","0","fna_gloss_final_20130517","a28dcdd8-efdc-11e2-b45f-0026b9326338"
"subsessile","architecture","0","fna_gloss_final_20130517","cbff951a-c511-41b9-ad16-3b643904f9a3"
"subshrub","habit","0","fna_gloss_final_20130517","b0bb6306-505b-49d5-96be-ef3f9636b290"
"subshrubby","habit","0","fna_gloss_final_20130517","58282013-5e38-46f4-b9ec-c8f520e0e316"
"day-blooming","habit","0","fna_gloss_final_20130517","51fa83a1-3f19-4835-91e9-fa3ab23634e0"
"subsinuate","shape","0","fna_gloss_final_20130517","a28e39d0-efdc-11e2-b45f-0026b9326338"
"subspatulate","shape","0","fna_gloss_final_20130517","71773f7b-59e2-4bb4-acea-3fbe79b52b04"
"subspheric","shape","0","fna_gloss_final_20130517","1f358eea-1d9b-4423-a251-a4a1005697c0"
"subspherical","shape","0","fna_gloss_final_20130517","ff07021a-3b3c-43e5-b0c5-31ab70d5c02a"
"subspheroid","shape","0","fna_gloss_final_20130517","e4db425d-11b9-4a62-86f1-be53287010be"
"subspheroidal","shape","0","fna_gloss_final_20130517","5c5e8b2b-242f-4563-9d81-370c4b3d4380"
"subspinescent","architecture","0","fna_gloss_final_20130517","a28eca62-efdc-11e2-b45f-0026b9326338"
"subspinose","shape","0","fna_gloss_final_20130517","5338407a-e5f7-4521-bba6-fde8e5ce30eb"
"substipitate","architecture","0","fna_gloss_final_20130517","a28efb72-efdc-11e2-b45f-0026b9326338"
"subtending","position","0","fna_gloss_final_20130517","e8363167-6905-4d59-95fa-96eafda838bc"
"subterete","shape","0","fna_gloss_final_20130517","b0e8fb3a-bb60-4c7e-9e92-ee198d0e426c"
"subterminal","position","0","fna_gloss_final_20130517","eeff5c35-2daa-439f-a228-fec8362b63f3"
"subterranean","location","0","fna_gloss_final_20130517","c8bf8fda-5d6c-4d98-9fb5-0f097d00d115"
"subtriangular","shape","0","fna_gloss_final_20130517","a28f9596-efdc-11e2-b45f-0026b9326338"
"subtruncate","shape","0","fna_gloss_final_20130517","a28fba1c-efdc-11e2-b45f-0026b9326338"
"subulate","shape","0","fna_gloss_final_20130517","cbc4536b-3d33-40fb-b785-b7f44096676c"
"subumbellate","architecture","0","fna_gloss_final_20130517","a28ff8ec-efdc-11e2-b45f-0026b9326338"
"subumbelliform","architecture","0","fna_gloss_final_20130517","5674ca95-2c46-4ed3-b6f9-8c1374b6f9b7"
"subvalvate","dehiscence","0","fna_gloss_final_20130517","019c2bd2-c4b7-497b-9ab1-0cc4e7b9c446"
"succulent","external texture","0","fna_gloss_final_20130517","41a1622d-b4da-4881-9a71-7326731aaeb9"
"suffrutescent","habit","0","fna_gloss_final_20130517","41f7be50-0744-4a5b-9dd4-e95df2dc342d"
"suffruticose","habit","0","fna_gloss_final_20130517","5d3cb6c2-87ce-48b3-91e1-c318622df391"
"suffruticulose","habit","0","fna_gloss_final_20130517","a2904fae-efdc-11e2-b45f-0026b9326338"
"suffused","coloration","0","fna_gloss_final_20130517","e883400c-a6a1-409d-bb76-a1cb7052fb8c"
"sulphur","coloration","0","fna_gloss_final_20130517","f0644258-e158-4791-ac4e-f724571b6a37"
"summer annual","life_style","0","fna_gloss_final_20130517","e4e27b61-55ac-4603-9403-d170a1965d16"
"summer annuals","structure","0","fna_gloss_final_20130517","a290d6cc-efdc-11e2-b45f-0026b9326338"
"sunken","prominence","0","fna_gloss_final_20130517","cb45b9d6-e881-4186-bba4-5c5e59af3262"
"superaxillary","position","0","fna_gloss_final_20130517","787e8cf3-84bf-4ef3-a0ca-5d064c9c84c0"
"superficial","position","0","fna_gloss_final_20130517","5cd9459d-65a8-4352-b4b0-99b73926d7f3"
"superimposed","arrangement","0","fna_gloss_final_20130517","a29132f2-efdc-11e2-b45f-0026b9326338"
"superior","position","0","fna_gloss_final_20130517","f30811d7-7a46-4bd2-8497-0d08c2f342d0"
"superposed","arrangement","0","fna_gloss_final_20130517","8c4a3dd2-6abb-43eb-bcf3-32298da7a10b"
"supervolute","vernation","0","fna_gloss_final_20130517","dc94185e-7e9d-49bd-b824-35d6f20cc636"
"supine","habit","0","fna_gloss_final_20130517","5c7b67a0-7a4b-4800-bf9d-d9f10114cf1b"
"supple","internal texture","0","fna_gloss_final_20130517","4c447712-29a8-411f-a068-e51e96248148"
"supplementary","position","0","fna_gloss_final_20130517","a291be5c-efdc-11e2-b45f-0026b9326338"
"suprabasal","position","0","fna_gloss_final_20130517","b3a1c58a-549f-47a6-8a2c-a72331398ee7"
"suprabracteal","position","0","fna_gloss_final_20130517","bb935ba5-9376-417d-9deb-6b53086b5698"
"supramedial","position","0","fna_gloss_final_20130517","70afed26-ec50-4978-8575-c2fdc679ad24"
"supramedian","position","0","fna_gloss_final_20130517","28292d98-7d8a-4619-b9ff-a7cad2a06813"
"suprafoliar","position","0","fna_gloss_final_20130517","69e9b495-8e9f-464b-828d-e2416448a748"
"surficial","position","0","fna_gloss_final_20130517","e5bc3c34-8825-44e8-bfcc-72005a7e6d8d"
"sweet","taste","0","fna_gloss_final_20130517","a2924f48-efdc-11e2-b45f-0026b9326338"
"swelling","size","0","fna_gloss_final_20130517","a292704a-efdc-11e2-b45f-0026b9326338"
"swollen","shape","0","fna_gloss_final_20130517","1ce41f6f-42e9-4f56-a81b-0a70b59cf569"
"sword-shaped","shape","0","fna_gloss_final_20130517","955f159c-ee7c-4103-833d-45d9652acebb"
"symbiotic","nutrition","0","fna_gloss_final_20130517","1768c813-556b-457f-83af-179b51babe18"
"symmetric","architecture","0","fna_gloss_final_20130517","43144066-0553-407c-b479-caa7a3bb1218"
"symmetrical","architecture","0","fna_gloss_final_20130517","ac07bac3-0b15-4b6e-b0e7-27ec8cfeadef"
"sympetalous","architecture","0","fna_gloss_final_20130517","c237c53e-2fdd-4df0-802a-8286bfd3c1e7"
"sympodial","architecture","0","fna_gloss_final_20130517","269783e6-c17d-4159-b570-f2b47d55bf2e"
"synandrous","architecture","0","fna_gloss_final_20130517","e3db029f-6dd4-4bc2-9927-a4bb429e1735"
"synanthous","maturation","0","fna_gloss_final_20130517","3a9c6dd7-2ea8-41d8-8caf-4ccaed4e1fb9"
"syncarpous","architecture","0","fna_gloss_final_20130517","d927558f-bba3-4735-b7be-ca2017062dff"
"syncolpate","architecture","0","fna_gloss_final_20130517","adaf4a3d-a396-4d0c-8193-fc8e684d951a"
"syncolporate","architecture","0","fna_gloss_final_20130517","aa3c819d-8f93-42b1-b75b-d2b715b04713"
"syndetocheilic","architecture","0","fna_gloss_final_20130517","ffa1f3a2-5106-4981-85b2-463c5d2ad775"
"syngenesious","fusion","0","fna_gloss_final_20130517","020edcba-fd24-40e5-b129-7c21f1020d7c"
"synoecious","reproduction","0","fna_gloss_final_20130517","38cf04bc-4643-4e09-94f5-ad57e26d2f79"
"synsepalous","architecture","0","fna_gloss_final_20130517","6472a4b6-516d-4e45-9b1b-f112418a6ae9"
"synstemonous","architecture","0","fna_gloss_final_20130517","5666da60-b5a9-4d5a-ad9e-44c9ed9832bd"
"syntepalous","architecture","0","fna_gloss_final_20130517","0a976930-a5f8-4076-8b5b-09a0bf994173"
"taeniate","shape","0","fna_gloss_final_20130517","fac77f83-301a-4eb4-91d8-651d3bc6e817"
"tall","height","0","fna_gloss_final_20130517","e096370d-20e3-48ac-805b-9c84f5982db7"
"tailed","shape","0","fna_gloss_final_20130517","7cb98353-55ce-4d0e-a6d1-c54a98166a6e"
"taller","height","0","fna_gloss_final_20130517","e95e061c-2044-418b-b74f-9016bff6cea1"
"tan","coloration","0","fna_gloss_final_20130517","8f2f05b4-c273-444f-9d23-849435a7258e"
"tangled","arrangement","0","fna_gloss_final_20130517","a294186e-efdc-11e2-b45f-0026b9326338"
"tannish","coloration","0","fna_gloss_final_20130517","a29437cc-efdc-11e2-b45f-0026b9326338"
"tapered","shape","0","fna_gloss_final_20130517","f6122f79-5696-4e34-aa13-583c9565f720"
"tapering","shape","0","fna_gloss_final_20130517","ed19ef5c-2993-4eed-9676-e9260836a532"
"tapeworm-shaped","shape","0","fna_gloss_final_20130517","15748831-2268-48fc-b3b5-d67e0c1c2622"
"taprooted","architecture","0","fna_gloss_final_20130517","990928b3-bc82-4baa-a20c-49567c5a29d4"
"tartar-like","relief","0","fna_gloss_final_20130517","9dca172c-ea2e-43be-852e-f025ededaccd"
"tartareous","relief","0","fna_gloss_final_20130517","15217bc1-50ee-4bf8-a5df-aada6b36ccae"
"tawny","coloration","0","fna_gloss_final_20130517","cec001b2-53e1-429f-a1c0-e6b2aba4b2cb"
"teardrop-shaped","shape","0","fna_gloss_final_20130517","31976327-706d-43dd-a62a-111272e4da63"
"terete","shape","0","fna_gloss_final_20130517","eb6ad3f4-a397-4a09-a2ab-90962a7f633b"
"tergeminate","architecture","0","fna_gloss_final_20130517","ea9fe1be-85ac-4425-b7f4-ef896699de5a"
"terminal","position","0","fna_gloss_final_20130517","c9faa064-fc73-496f-99d3-7b0c85c62588"
"terrestrial","habit","0","fna_gloss_final_20130517","140d2888-d095-4213-a6bb-fa67ada9f06e"
"terrminal","position","0","fna_gloss_final_20130517","a29536ea-efdc-11e2-b45f-0026b9326338"
"tertiary","position","0","fna_gloss_final_20130517","a29557b0-efdc-11e2-b45f-0026b9326338"
"tessellate","external texture","0","fna_gloss_final_20130517","2d2b4945-0ddb-44f7-9849-71d1e08d2a7d"
"testes-shaped","shape","0","fna_gloss_final_20130517","69b354d7-01ca-439c-bad6-ede64aacbd1f"
"testicular","shape","0","fna_gloss_final_20130517","2f5d21f0-04da-49c8-931e-36b4e80d87a7"
"tetradal","arrangement","0","fna_gloss_final_20130517","bd3839ba-6599-4eea-826f-1dae3443e028"
"tetradynamous","architecture","0","fna_gloss_final_20130517","eaf98cc0-2112-4637-a9b7-c24d81dd8732"
"textured","external texture","0","fna_gloss_final_20130517","a295ccea-efdc-11e2-b45f-0026b9326338"
"thermocleistogamous","reproduction","0","fna_gloss_final_20130517","29f1b3c1-1897-4d50-a04a-54a34540d073"
"thick","width","0","fna_gloss_final_20130517","b758785a-d0b0-4393-8d5a-18e241f0c21a"
"thickened","width","0","fna_gloss_final_20130517","0c61aff9-f157-4d83-b91c-96644be371aa"
"thickening","width","0","fna_gloss_final_20130517","a2960c50-efdc-11e2-b45f-0026b9326338"
"thicker","width","0","fna_gloss_final_20130517","a2962b5e-efdc-11e2-b45f-0026b9326338"
"thickest","width","0","fna_gloss_final_20130517","a2964e18-efdc-11e2-b45f-0026b9326338"
"thickish","width","0","fna_gloss_final_20130517","a296700a-efdc-11e2-b45f-0026b9326338"
"thin","width","0","fna_gloss_final_20130517","a3a90aeb-a70a-42c4-ae59-c1e3a3c8b447"
"thinner","width","0","fna_gloss_final_20130517","a2969ff8-efdc-11e2-b45f-0026b9326338"
"tholiform","shape","0","fna_gloss_final_20130517","8793ffc3-58e5-4bf7-8dad-5d8952463d79"
"thread-like","shape","0","fna_gloss_final_20130517","ce4ae9a7-fb3b-4f45-88b8-4993bb66a241"
"threadlike","shape","0","fna_gloss_final_20130517","5641a828-0130-49a3-a36a-216e5afd9d44"
"three-angled","shape","0","fna_gloss_final_20130517","a717c949-c31a-4728-9ad9-9f835a026357"
"thyrsate","architecture","0","fna_gloss_final_20130517","a62d4b44-b9e8-48a0-bcd1-60be06b2cc04"
