flopo_id	flopo_iri	label	definition	parent_pato_ids	parent_pato_labels	frequency	quality_contexts	examples	candidate_id	axiom_type	logical_target_ids	sources
FLOPO_0980279	http://purl.obolibrary.org/obo/FLOPO_0980279	clustered along the apical portion	A botanical phenotype value denoting clustered along the apical portion, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): aggregated.	PATO_0001629	aggregated	1	flower position (1)	Croton lobatus: male flowers clustered along the apical portion	FLOPO_VALUE_clustered_along_the_apical_portion	subclass	PATO_0001629	""
FLOPO_0980280	http://purl.obolibrary.org/obo/FLOPO_0980280	smooth oval	A composite botanical phenotype value denoting smooth oval, used in flora descriptions; its component qualities are smooth, elliptic.	PATO_0000001	quality	1	fruit shape (1)	Cucumis melo: smooth oval fruits	FLOPO_VALUE_smooth_oval	components	PATO_0000701|PATO_0000947	""
FLOPO_0980281	http://purl.obolibrary.org/obo/FLOPO_0980281	white-hairy	A composite botanical phenotype value denoting white-hairy, used in flora descriptions; its component qualities are white, hairy.	PATO_0000001	quality	1	stem hairy (1)	Cucumis melo: coarse white-hairy stems	FLOPO_VALUE_white_hairy	components	PATO_0000323|PATO_0000454	""
FLOPO_0980282	http://purl.obolibrary.org/obo/FLOPO_0980282	green-striped	A composite botanical phenotype value denoting green-striped, used in flora descriptions; its component qualities are green, banded.	PATO_0000001	quality	1	fruit color pattern (1)	Cucumis prophetarum: green-striped fruit	FLOPO_VALUE_green_striped	components	PATO_0000320|PATO_0001946	""
FLOPO_0980283	http://purl.obolibrary.org/obo/FLOPO_0980283	yellow green-veined	A composite botanical phenotype value denoting yellow green-veined, used in flora descriptions; its component qualities are yellow green, yellow, green.	PATO_0000001	quality	1	flower color (1)	Cucumis prophetarum: yellow green-veined flowers	FLOPO_VALUE_yellow_green_veined	components	PATO_0001941|PATO_0000324|PATO_0000320	""
FLOPO_0980284	http://purl.obolibrary.org/obo/FLOPO_0980284	bluish-lilac	A composite botanical phenotype value denoting bluish-lilac, used in flora descriptions; its component qualities are blue, lilac.	PATO_0000001	quality	1	flower color (1)	Cyanotis nyctitropa: bluish-lilac flowers	FLOPO_VALUE_bluish_lilac	components	PATO_0000318|PATO_0001943	""
FLOPO_0980285	http://purl.obolibrary.org/obo/FLOPO_0980285	chestnut-red	A botanical phenotype value denoting chestnut-red, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): red.	PATO_0000322	red	1	glume color (1)	Cyperus rigidifolius: chestnut-red glumes	FLOPO_VALUE_chestnut_red	subclass	PATO_0000322	""
FLOPO_0980286	http://purl.obolibrary.org/obo/FLOPO_0980286	cream or white	A botanical color that is cream or white.	PATO_0000014	color	1	flower color (1)	Daphne linearifolia: cream or white flowers	FLOPO_VALUE_cream_or_white	union	PATO_0104031|PATO_0000323	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980287	http://purl.obolibrary.org/obo/FLOPO_0980287	pointed black	A composite botanical phenotype value denoting pointed black, used in flora descriptions; its component qualities are pointed, black.	PATO_0000001	quality	1	seed color (1)	Daphne mucronata: pointed black seed	FLOPO_VALUE_pointed_black	components	PATO_0002258|PATO_0000317	""
FLOPO_0980288	http://purl.obolibrary.org/obo/FLOPO_0980288	four-petalled bulbous	A botanical phenotype value denoting four-petalled bulbous, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): bulbous.	PATO_0002210	bulbous	1	calyx shape (1)	Daphne mucronata: cupped in a four-petalled bulbous calyx	FLOPO_VALUE_four_petalled_bulbous	subclass	PATO_0002210	""
FLOPO_0980289	http://purl.obolibrary.org/obo/FLOPO_0980289	unevenly lobed	A botanical phenotype value denoting unevenly lobed, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): lobed.	PATO_0001979	lobed	1	leaf shape (1)	Datura stramonium: bright green unevenly lobed leaves	FLOPO_VALUE_unevenly_lobed	subclass	PATO_0001979	""
FLOPO_0980290	http://purl.obolibrary.org/obo/FLOPO_0980290	pale blue flushed with purple	A composite botanical phenotype value denoting pale blue flushed with purple, used in flora descriptions; its component qualities are blue, purple.	PATO_0000001	quality	1	flower color (1)	Delphinium sheilae: pale blue flowers flushed with purple	FLOPO_VALUE_pale_blue_flushed_with_purple	components	PATO_0000318|PATO_0000951	""
FLOPO_0980291	http://purl.obolibrary.org/obo/FLOPO_0980291	flushed with purple	A botanical phenotype value denoting flushed with purple, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): purple.	PATO_0000951	purple	1	flower color (1)	Delphinium sheilae: pale blue flowers flushed with purple	FLOPO_VALUE_flushed_with_purple	subclass	PATO_0000951	""
FLOPO_0980292	http://purl.obolibrary.org/obo/FLOPO_0980292	segmented pod-like	A botanical phenotype value denoting segmented pod-like, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): segmented.	PATO_0002312	segmented	1	fruit shape (1)	Desmodium gangeticum: segmented pod-like fruits	FLOPO_VALUE_segmented_pod_like	subclass	PATO_0002312	""
FLOPO_0980293	http://purl.obolibrary.org/obo/FLOPO_0980293	tangled spirally curved	A composite botanical phenotype value denoting tangled spirally curved, used in flora descriptions; its component qualities are tangled, curved.	PATO_0000001	quality	1	fruit shape (1)	Dichrostachys cinerea: very tangled spirally curved fruits	FLOPO_VALUE_tangled_spirally_curved	components	PATO_0001846|PATO_0000406	""
FLOPO_0980294	http://purl.obolibrary.org/obo/FLOPO_0980294	spirally curved	A botanical phenotype value denoting spirally curved, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): curved.	PATO_0000406	curved	1	fruit shape (1)	Dichrostachys cinerea: very tangled spirally curved fruits	FLOPO_VALUE_spirally_curved	subclass	PATO_0000406	""
FLOPO_0980295	http://purl.obolibrary.org/obo/FLOPO_0980295	greenish brown	A composite botanical phenotype value denoting greenish brown, used in flora descriptions; its component qualities are green, brown.	PATO_0000001	quality	1	flower color (1)	Dipcadi serotinum: narrow greenish brown flowers	FLOPO_VALUE_greenish_brown	components	PATO_0000320|PATO_0000952	""
FLOPO_0980296	http://purl.obolibrary.org/obo/FLOPO_0980296	scarlet-flushed	A botanical phenotype value denoting scarlet-flushed, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): red.	PATO_0000322	red	1	fruit color (1)	Dodonaea viscosa: large scarlet-flushed winged fruits	FLOPO_VALUE_scarlet_flushed	subclass	PATO_0000322	""
FLOPO_0980297	http://purl.obolibrary.org/obo/FLOPO_0980297	green and purplish	A composite botanical phenotype value denoting green and purplish, used in flora descriptions; its component qualities are green, purple.	PATO_0000001	quality	1	flower color (1)	Dodonaea viscosa: green and purplish flowers	FLOPO_VALUE_green_and_purplish	components	PATO_0000320|PATO_0000951	""
FLOPO_0980298	http://purl.obolibrary.org/obo/FLOPO_0980298	pale greenish red	A composite botanical phenotype value denoting pale greenish red, used in flora descriptions; its component qualities are green, red.	PATO_0000001	quality	1	flower color (1)	Duvalia velutina: pale greenish red flowers	FLOPO_VALUE_pale_greenish_red	components	PATO_0000320|PATO_0000322	""
FLOPO_0980299	http://purl.obolibrary.org/obo/FLOPO_0980299	pale brownish	A botanical phenotype value denoting pale brownish, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): brown.	PATO_0000952	brown	1	stem color (1)	Echinops viscosus: stems are pale brownish	FLOPO_VALUE_pale_brownish	subclass	PATO_0000952	""
FLOPO_0980300	http://purl.obolibrary.org/obo/FLOPO_0980300	long distinctive	A botanical phenotype value denoting long distinctive, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): elongated.	PATO_0001154	elongated	1	calyx length (1)	Endostemon gracile: cupped in a long distinctive calyx	FLOPO_VALUE_long_distinctive	subclass	PATO_0001154	""
FLOPO_0980301	http://purl.obolibrary.org/obo/FLOPO_0980301	white and lilac	A composite botanical phenotype value denoting white and lilac, used in flora descriptions; its component qualities are white, lilac.	PATO_0000001	quality	1	flower color (1)	Eremobium aegyptiacum: white and lilac flowers	FLOPO_VALUE_white_and_lilac	components	PATO_0000323|PATO_0001943	""
FLOPO_0980302	http://purl.obolibrary.org/obo/FLOPO_0980302	white, lilac	A composite botanical phenotype value denoting white, lilac, used in flora descriptions; its component qualities are white, lilac.	PATO_0000001	quality	1	flower color (1)	Eremobium aegyptiacum: white and lilac flowers	FLOPO_VALUE_white_lilac	components	PATO_0000323|PATO_0001943	""
FLOPO_0980303	http://purl.obolibrary.org/obo/FLOPO_0980303	bright lilac-blue	A composite botanical phenotype value denoting bright lilac-blue, used in flora descriptions; its component qualities are blue, lilac.	PATO_0000001	quality	1	flower color (1)	Erodium ciconium: bright lilac-blue flowers	FLOPO_VALUE_bright_lilac_blue	components	PATO_0000318|PATO_0001943	""
FLOPO_0980304	http://purl.obolibrary.org/obo/FLOPO_0980304	narrow deeply lobed	A composite botanical phenotype value denoting narrow deeply lobed, used in flora descriptions; its component qualities are decreased width, lobed.	PATO_0000001	quality	1	leaf shape (1)	Erucaria hispanica: narrow deeply lobed leaves	FLOPO_VALUE_narrow_deeply_lobed	components	PATO_0000599|PATO_0001979	""
FLOPO_0980305	http://purl.obolibrary.org/obo/FLOPO_0980305	large pale cream	A composite botanical phenotype value in which the bearer is large and pale cream in color.	PATO_0000001	quality	1	corm color (1)	Eulophia petersii: Large pale cream crowded pseudobulbs	FLOPO_VALUE_large_pale_cream	components	PATO_0000586|PATO_0104031	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980307	http://purl.obolibrary.org/obo/FLOPO_0980307	four-angled	A botanical phenotype value denoting four-angled, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): bent.	PATO_0000617	bent	1	stem shape (1)	Euphorbia sp. aff. ammak: fourangled stems	FLOPO_VALUE_four_angled	subclass	PATO_0000617	""
FLOPO_0980308	http://purl.obolibrary.org/obo/FLOPO_0980308	constricted at intervals	A botanical phenotype value denoting constricted at intervals, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): constricted.	PATO_0001847	constricted	1	stem constricted (1)	Euphorbia sp. aff. fractiflexa ae: constricted at intervals	FLOPO_VALUE_constricted_at_intervals	subclass	PATO_0001847	""
FLOPO_0980309	http://purl.obolibrary.org/obo/FLOPO_0980309	pale lilac-pink	A composite botanical phenotype value denoting pale lilac-pink, used in flora descriptions; its component qualities are pink, lilac.	PATO_0000001	quality	1	flower color (1)	Fagonia tristris var. boveana: pale lilac-pink flowers	FLOPO_VALUE_pale_lilac_pink	components	PATO_0000954|PATO_0001943	""
FLOPO_0980310	http://purl.obolibrary.org/obo/FLOPO_0980310	flat, almost re circular	A composite botanical phenotype value denoting flat, almost re circular, used in flora descriptions; its component qualities are flat, circular.	PATO_0000001	quality	1	fruit shape (1)	Farsetia aegyptia: flat, almost re circular, soft-hairy fruits	FLOPO_VALUE_flat_almost_re_circular	components	PATO_0000407|PATO_0000411	""
FLOPO_0980311	http://purl.obolibrary.org/obo/FLOPO_0980311	white rosy-lilac	A composite botanical phenotype value denoting white rosy-lilac, used in flora descriptions; its component qualities are lilac, white, rosy, pink, red.	PATO_0000001	quality	1	flower color (1)	Farsetia burtonae: white rosy-lilac flowers	FLOPO_VALUE_white_rosy_lilac	components	PATO_0001943|PATO_0000323|PATO_0001425|PATO_0000954|PATO_0000322	""
FLOPO_0980312	http://purl.obolibrary.org/obo/FLOPO_0980312	green flushed red	A composite botanical phenotype value denoting green flushed red, used in flora descriptions; its component qualities are green, red.	PATO_0000001	quality	1	fruit color (1)	Ficus populifolia: green flushed red	FLOPO_VALUE_green_flushed_red	components	PATO_0000320|PATO_0000322	""
FLOPO_0980313	http://purl.obolibrary.org/obo/FLOPO_0980313	pinkish green	A composite botanical phenotype value denoting pinkish green, used in flora descriptions; its component qualities are pink, green.	PATO_0000001	quality	1	flower color (1)	Galium aparinoides: pinkish green flowers	FLOPO_VALUE_pinkish_green	components	PATO_0000954|PATO_0000320	""
FLOPO_0980314	http://purl.obolibrary.org/obo/FLOPO_0980314	reddish-brown	A composite botanical phenotype value denoting reddish-brown, used in flora descriptions; its component qualities are red, brown.	PATO_0000001	quality	1	flower color (1)	Glossonema edule: reddish-brown flowers	FLOPO_VALUE_reddish_brown	components	PATO_0000322|PATO_0000952	""
FLOPO_0980315	http://purl.obolibrary.org/obo/FLOPO_0980315	pale creamy-white	A composite botanical phenotype value denoting pale creamy-white, used in flora descriptions; its component qualities are white, yellow.	PATO_0000001	quality	1	flower color (1)	Gossypium hirsutum: pale creamy-white flowers	FLOPO_VALUE_pale_creamy_white	components	PATO_0000323|PATO_0000324	""
FLOPO_0980316	http://purl.obolibrary.org/obo/FLOPO_0980316	small round dentate	A composite botanical phenotype value denoting small round dentate, used in flora descriptions; its component qualities are decreased size, circular, dentated.	PATO_0000001	quality	1	leaf shape (1)	Grewia tenax: small round dentate leaves	FLOPO_VALUE_small_round_dentate	components	PATO_0000587|PATO_0000411|PATO_0001205	""
FLOPO_0980317	http://purl.obolibrary.org/obo/FLOPO_0980317	white flushed with pale lilac	A composite botanical phenotype value denoting white flushed with pale lilac, used in flora descriptions; its component qualities are white, lilac.	PATO_0000001	quality	1	flower color (1)	Gynandropsis gynandra: white flowers flushed with pale lilac	FLOPO_VALUE_white_flushed_with_pale_lilac	components	PATO_0000323|PATO_0001943	""
FLOPO_0980318	http://purl.obolibrary.org/obo/FLOPO_0980318	lobed palmate	A composite botanical phenotype value denoting lobed palmate, used in flora descriptions; its component qualities are lobed, shape.	PATO_0000001	quality	1	leaf shape (1)	Gynandropsis gynandra: lobed palmate leaves	FLOPO_VALUE_lobed_palmate	components	PATO_0001979|PATO_0000052	""
FLOPO_0980319	http://purl.obolibrary.org/obo/FLOPO_0980319	reduced to yellow stamens	A composite botanical phenotype value denoting reduced to yellow stamens, used in flora descriptions; its component qualities are decreased size, yellow.	PATO_0000001	quality	1	flower present in fewer numbers in organism (1)	Halopeplis perfoliata: flowers reduced to yellow stamens	FLOPO_VALUE_reduced_to_yellow_stamens	components	PATO_0000587|PATO_0000324	""
FLOPO_0980320	http://purl.obolibrary.org/obo/FLOPO_0980320	silver-grey	A botanical phenotype value denoting silver-grey, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): grey.	PATO_0000950	grey	1	stem color (1)	Haloxylon ammodendron: silver-grey trunk	FLOPO_VALUE_silver_grey	subclass	PATO_0000950	""
FLOPO_0980321	http://purl.obolibrary.org/obo/FLOPO_0980321	papery yellow	A composite botanical phenotype value in which the bearer is papyraceous and yellow.	PATO_0000001	quality	1	flower color (1)	Hedypnois cretica: papery yellow flowers 6 mm wide	FLOPO_VALUE_papery_yellow	components	PATO_0104010|PATO_0000324	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980322	http://purl.obolibrary.org/obo/FLOPO_0980322	very brittle	A botanical phenotype value denoting very brittle, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): brittle.	PATO_0002477	brittle	1	stem brittle (1)	Heliotropium rariflorum: very brittle yellowish stems	FLOPO_VALUE_very_brittle	subclass	PATO_0002477	""
FLOPO_0980323	http://purl.obolibrary.org/obo/FLOPO_0980323	dark crimson-red	A botanical phenotype value denoting dark crimson-red, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): red.	PATO_0000322	red	1	flower color (1)	Hibiscus deflersii: dark crimson-red flowers	FLOPO_VALUE_dark_crimson_red	subclass	PATO_0000322	""
FLOPO_0980324	http://purl.obolibrary.org/obo/FLOPO_0980324	long slender	A composite botanical phenotype value denoting long slender, used in flora descriptions; its component qualities are elongated, decreased thickness.	PATO_0000001	quality	1	fruit shape (1)	Hippocrepis unisiliquosa: long slender pods	FLOPO_VALUE_long_slender	components	PATO_0001154|PATO_0000592	""
FLOPO_0980325	http://purl.obolibrary.org/obo/FLOPO_0980325	soft felted	A composite botanical phenotype value in which the bearer is soft and pannose.	PATO_0000001	quality	1	leaf texture (1)	Hochstettera schimperi: small soft felted leaves	FLOPO_VALUE_soft_felted	components	PATO_0000387|PATO_0104242	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980326	http://purl.obolibrary.org/obo/FLOPO_0980326	large round winged	A composite botanical phenotype value denoting large round winged, used in flora descriptions; its component qualities are increased size, circular.	PATO_0000001	quality	1	fruit shape (1)	Horwoodia dicksoniae: large round winged fruits	FLOPO_VALUE_large_round_winged	components	PATO_0000586|PATO_0000411	""
FLOPO_0980327	http://purl.obolibrary.org/obo/FLOPO_0980327	whitish lilac	A composite botanical phenotype value denoting whitish lilac, used in flora descriptions; its component qualities are white, lilac.	PATO_0000001	quality	1	flower color (1)	Horwoodia dicksoniae: whitish lilac flowers 1 cm	FLOPO_VALUE_whitish_lilac	components	PATO_0000323|PATO_0001943	""
FLOPO_0980328	http://purl.obolibrary.org/obo/FLOPO_0980328	large toothed	A composite botanical phenotype value denoting large toothed, used in flora descriptions; its component qualities are increased size, dentated.	PATO_0000001	quality	1	calyx size (1)	Hyoscyamus pusillus: cupped in a large toothed calyx	FLOPO_VALUE_large_toothed	components	PATO_0000586|PATO_0001205	""
FLOPO_0980329	http://purl.obolibrary.org/obo/FLOPO_0980329	reddish brown	A composite botanical phenotype value denoting reddish brown, used in flora descriptions; its component qualities are red, brown.	PATO_0000001	quality	1	fruit color (1)	Hyphaene thebaica: angled reddish brown fruits	FLOPO_VALUE_reddish_brown	components	PATO_0000322|PATO_0000952	""
FLOPO_0980330	http://purl.obolibrary.org/obo/FLOPO_0980330	long and narrow	A composite botanical phenotype value denoting long and narrow, used in flora descriptions; its component qualities are elongated, decreased width.	PATO_0000001	quality	1	leaflet shape (1)	Indigofera linifolia: the centre leaflet long and narrow	FLOPO_VALUE_long_and_narrow	components	PATO_0001154|PATO_0000599	""
FLOPO_0980331	http://purl.obolibrary.org/obo/FLOPO_0980331	greatly reduced	A botanical phenotype value denoting greatly reduced, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): decreased size.	PATO_0000587	decreased size	1	leaflet size (1)	Indigofera linifolia: the two side ones greatly reduced	FLOPO_VALUE_greatly_reduced	subclass	PATO_0000587	""
FLOPO_0980332	http://purl.obolibrary.org/obo/FLOPO_0980332	rosy-pink	A composite botanical phenotype value denoting rosy-pink, used in flora descriptions; its component qualities are rosy, pink, red.	PATO_0000001	quality	1	flower color (1)	Indigofera schimperi: rosy-pink flowers	FLOPO_VALUE_rosy_pink	components	PATO_0001425|PATO_0000954|PATO_0000322	""
FLOPO_0980333	http://purl.obolibrary.org/obo/FLOPO_0980333	short pagoda-like	A botanical phenotype value denoting short pagoda-like, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): decreased height.	PATO_0000569	decreased height	1	inflorescence shape (1)	Indigofera sessiliflora: short pagoda-like spikes	FLOPO_VALUE_short_pagoda_like	subclass	PATO_0000569	""
FLOPO_0980334	http://purl.obolibrary.org/obo/FLOPO_0980334	narrow heart-shaped	A botanical phenotype value denoting narrow heart-shaped, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): decreased width.	PATO_0000599	decreased width	1	leaf shape (1)	Ipomoea sinensis ssp. blepharosepala: narrow heart-shaped leaves	FLOPO_VALUE_narrow_heart_shaped	subclass	PATO_0000599	""
FLOPO_0980335	http://purl.obolibrary.org/obo/FLOPO_0980335	greenish-gold	A botanical phenotype value denoting greenish-gold, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): green.	PATO_0000320	green	1	flower color (1)	Iris albicans: flushed with greenish-gold in the throat	FLOPO_VALUE_greenish_gold	subclass	PATO_0000320	""
FLOPO_0980336	http://purl.obolibrary.org/obo/FLOPO_0980336	greenish red	A composite botanical phenotype value denoting greenish red, used in flora descriptions; its component qualities are green, red.	PATO_0000001	quality	1	flower color (1)	Jatropha spinosa: greenish red flowers	FLOPO_VALUE_greenish_red	components	PATO_0000320|PATO_0000322	""
FLOPO_0980337	http://purl.obolibrary.org/obo/FLOPO_0980337	slightly variable	A botanical phenotype value denoting slightly variable, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): variant.	PATO_0001227	variant	1	flower color (1)	Kalanchoe alternans: colour slightly variable	FLOPO_VALUE_slightly_variable	subclass	PATO_0001227	""
FLOPO_0980338	http://purl.obolibrary.org/obo/FLOPO_0980338	pinkish red	A composite botanical phenotype value denoting pinkish red, used in flora descriptions; its component qualities are pink, red.	PATO_0000001	quality	1	flower color (1)	Kalanchoe sp. aff. glaucescens: pinkish red flowers	FLOPO_VALUE_pinkish_red	components	PATO_0000954|PATO_0000322	""
FLOPO_0980339	http://purl.obolibrary.org/obo/FLOPO_0980339	curved, separated claw-shaped	A botanical phenotype value denoting curved, separated claw-shaped, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): curved.	PATO_0000406	curved	1	fruit shape (1)	Koelpinia linearis: large, curved, separated claw-shaped fruits	FLOPO_VALUE_curved_separated_claw_shaped	subclass	PATO_0000406	""
FLOPO_0980340	http://purl.obolibrary.org/obo/FLOPO_0980340	bright lilac and pink	A composite botanical phenotype value denoting bright lilac and pink, used in flora descriptions; its component qualities are lilac, pink.	PATO_0000001	quality	1	flower color (1)	Lantana viburnoides: bright lilac and pink flowers	FLOPO_VALUE_bright_lilac_and_pink	components	PATO_0001943|PATO_0000954	""
FLOPO_0980341	http://purl.obolibrary.org/obo/FLOPO_0980341	narrow grass-like	A botanical phenotype value denoting narrow grass-like, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): decreased width.	PATO_0000599	decreased width	1	leaf shape (1)	Lathyrus pratensis: narrow grass-like leaves	FLOPO_VALUE_narrow_grass_like	subclass	PATO_0000599	""
FLOPO_0980342	http://purl.obolibrary.org/obo/FLOPO_0980342	cottony	A botanical phenotype value denoting cottony, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): texture.	PATO_0000150	texture	1	pappus texture (1)	Launaea angustifolia: pappus on the seeds very cottony	FLOPO_VALUE_cottony	subclass	PATO_0000150	""
FLOPO_0980343	http://purl.obolibrary.org/obo/FLOPO_0980343	blue or lilac	A botanical color that is blue or lilac.	PATO_0000014	color	1	flower color (1)	Lavandula stricta: blue or lilac flowers	FLOPO_VALUE_blue_or_lilac	union	PATO_0000318|PATO_0001943	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980344	http://purl.obolibrary.org/obo/FLOPO_0980344	flat circular	A composite botanical phenotype value denoting flat circular, used in flora descriptions; its component qualities are flat, circular.	PATO_0000001	quality	1	fruit shape (1)	Lobularia libyca: flat circular fruits	FLOPO_VALUE_flat_circular	components	PATO_0000407|PATO_0000411	""
FLOPO_0980345	http://purl.obolibrary.org/obo/FLOPO_0980345	tubular creamy	A composite botanical phenotype value in which the bearer is tubular and cream in color.	PATO_0000001	quality	1	flower color (1)	Lonicera etrusca: tubular creamy flowers	FLOPO_VALUE_tubular_creamy	components	PATO_0002299|PATO_0104031	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980346	http://purl.obolibrary.org/obo/FLOPO_0980346	yellow or reddish orange	A botanical color that is yellow or reddish orange.	PATO_0000014	color	1	flower color (1)	Lotus corniculatus: yellow or reddish orange flowers	FLOPO_VALUE_yellow_or_reddish_orange	union	PATO_0000324|FLOPO_0980416	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980347	http://purl.obolibrary.org/obo/FLOPO_0980347	dense thicket	A botanical phenotype value denoting dense thicket, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): dense.	PATO_0001164	dense	1	whole plant mass density (1)	Lycium sp. nov. aff. depressum: forming a dense thicket	FLOPO_VALUE_dense_thicket	subclass	PATO_0001164	""
FLOPO_0980348	http://purl.obolibrary.org/obo/FLOPO_0980348	lilac-pink	A composite botanical phenotype value denoting lilac-pink, used in flora descriptions; its component qualities are lilac, pink.	PATO_0000001	quality	1	flower color (1)	Lythrum hyssopifolia: lilac-pink flowers	FLOPO_VALUE_lilac_pink	components	PATO_0001943|PATO_0000954	""
FLOPO_0980349	http://purl.obolibrary.org/obo/FLOPO_0980349	several metres long	A botanical phenotype value denoting several metres long, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): elongated.	PATO_0001154	elongated	1	stem length (1)	Macrotyloma axillare var. axillare: stems several metres long	FLOPO_VALUE_several_metres_long	subclass	PATO_0001154	""
FLOPO_0980351	http://purl.obolibrary.org/obo/FLOPO_0980351	white tinged with pink	A composite botanical phenotype value denoting white tinged with pink, used in flora descriptions; its component qualities are white, pink.	PATO_0000001	quality	1	flower color (1)	Malva neglecta: white flowers tinged with pink	FLOPO_VALUE_white_tinged_with_pink	components	PATO_0000323|PATO_0000954	""
FLOPO_0980352	http://purl.obolibrary.org/obo/FLOPO_0980352	very pale pink	A botanical phenotype value denoting very pale pink, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): pink.	PATO_0000954	pink	1	flower color (1)	Malva parviflora: very pale pink flowers	FLOPO_VALUE_very_pale_pink	subclass	PATO_0000954	""
FLOPO_0980353	http://purl.obolibrary.org/obo/FLOPO_0980353	red flushed pale yellowish	A composite botanical phenotype value denoting red flushed pale yellowish, used in flora descriptions; its component qualities are red, yellow.	PATO_0000001	quality	1	fruit color (1)	Maytenus heterophylla: red flushed pale yellowish fruits	FLOPO_VALUE_red_flushed_pale_yellowish	components	PATO_0000322|PATO_0000324	""
FLOPO_0980354	http://purl.obolibrary.org/obo/FLOPO_0980354	slightly spatulate	A botanical phenotype value denoting slightly spatulate, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): spatulate.	PATO_0001937	spatulate	1	leaf shape (1)	Maytenus heterophylla: slightly spatulate leaves	FLOPO_VALUE_slightly_spatulate	subclass	PATO_0001937	""
FLOPO_0980355	http://purl.obolibrary.org/obo/FLOPO_0980355	green flushed with red	A composite botanical phenotype value denoting green flushed with red, used in flora descriptions; its component qualities are green, red.	PATO_0000001	quality	1	fruit color (1)	Maytenus senegalensis: the green fruits flushed with red	FLOPO_VALUE_green_flushed_with_red	components	PATO_0000320|PATO_0000322	""
FLOPO_0980356	http://purl.obolibrary.org/obo/FLOPO_0980356	creamy-green	A composite botanical phenotype value denoting creamy-green, used in flora descriptions; its component qualities are white, yellow, green.	PATO_0000001	quality	1	flower color (1)	Maytenus undata: creamy-green flowers	FLOPO_VALUE_creamy_green	components	PATO_0000323|PATO_0000324|PATO_0000320	""
FLOPO_0980357	http://purl.obolibrary.org/obo/FLOPO_0980357	spirally coiled	A botanical phenotype value denoting spirally coiled, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): coiled.	PATO_0000404	coiled	1	fruit shape (1)	Medicago minima: slightly spirally coiled	FLOPO_VALUE_spirally_coiled	subclass	PATO_0000404	""
FLOPO_0980358	http://purl.obolibrary.org/obo/FLOPO_0980358	flat spirally coiled	A composite botanical phenotype value denoting flat spirally coiled, used in flora descriptions; its component qualities are flat, coiled.	PATO_0000001	quality	1	fruit shape (1)	Medicago polymorpha: flat spirally coiled spiny fruits	FLOPO_VALUE_flat_spirally_coiled	components	PATO_0000407|PATO_0000404	""
FLOPO_0980359	http://purl.obolibrary.org/obo/FLOPO_0980359	pale salmon-pink	A botanical phenotype value denoting pale salmon-pink, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): pink.	PATO_0000954	pink	1	flower color (1)	Merremia semisagitta: pale salmon-pink flowers	FLOPO_VALUE_pale_salmon_pink	subclass	PATO_0000954	""
FLOPO_0980361	http://purl.obolibrary.org/obo/FLOPO_0980361	thick brittle	A composite botanical phenotype value denoting thick brittle, used in flora descriptions; its component qualities are increased thickness, brittle.	PATO_0000001	quality	1	leaf texture (1)	Moricandia sinaica: thick brittle glaucous leaves	FLOPO_VALUE_thick_brittle	components	PATO_0000591|PATO_0002477	""
